proportion,elev,sloped,near_bld,bld_den,clust_dist,rdens,sw,tpi,bld_disp,PLAND1,PLAND3,CONNECT1,CONNECT3,log_proportion,log_bld_den,log_clust_dist
0.07692307692307693,2259.92307692308,11.1480815384615,78.1629261538462,0.52,4.34,78.67,-0.064937469,1,0.602918612,966.737,32.539,0,58.824,-2.5649493574615367,-0.6539264674066639,1.4678743481123135
0.07692307692307693,542.076923076923,7.37987615384615,38.5300615384615,1,210.47,181.89,-0.092574923,1,0.573205219,893.969,55.178,60,0,-2.5649493574615367,0,5.349343125151081
0.05555555555555555,561.833333333333,10.669465,49.0585722222222,0.64,113.6,94.37,0.009012944,6,0.575612229,880.998,61.713,60,166.667,-2.890371757896165,-0.4462871026284195,4.732683506287051
0.038461538461538464,406.846153846154,9.24855269230769,23.9802903076923,2.11,18.36,535.14,-0.115683538,1,0.615225159,53.877,113.223,2.334,333.333,-3.258096538021482,0.7466879474879751,2.9101743851923443
0.058823529411764705,402.647058823529,6.2809098627451,24.9431282352941,2.26,117.48,459.05,-0.135194247,1,0.584793574,45.923,105.758,18.882,214.286,-2.833213344056216,0.8153648132841944,4.766268106330419
0.5,490.35,8.816251,19.7307,1.46,2609.5,228.62,0.00130119,1,0.687342569,19.748,78.503,17.007,142.857,-0.6931471805599453,0.37843643572024505,7.866913911083468
0.058823529411764705,370.882352941176,9.43258355882353,39.6451367647059,1.08,32.61,113.17,0.027141871,1,0.646730434,69.293,7.781,12.107,28.571,-2.833213344056216,0.0769610411361284,3.484618989801228
0.125,1235.875,3.15138625,57.696575,0.6,271.25,90.16,-0.379201313,1,0.493497259,929.255,70.745,0,90.909,-2.0794415416798357,-0.5108256237659907,5.603040904854669
0.05,1149,5.178231,44.64739,0.78,4.9,75.29,0.242191155,1,0.540320633,951.204,48.796,0,64.103,-2.995732273553991,-0.2484613592984996,1.589235205116581
0.42105263157894735,1178.94736842105,6.06795789473684,43.5968368421053,0.75,4.9,84.07,0.109846789,1,0.565433006,950.417,49.583,0,66.667,-0.8649974374866046,-0.2876820724517809,1.589235205116581
0.12903225806451613,202.41935483871,11.0243687096774,54.1387838709677,0.94,12.05,109.6,-0.014282358,6,0.487427832,541.446,387.845,37.594,67.227,-2.0476928433652555,-0.06187540371808753,2.489064659936664
0.07425742574257425,227.608910891089,9.37156113861386,53.2000231386139,0.98,5.98,68.02,-0.041397958,6,0.576092784,568.162,37.069,24.737,31.351,-2.6002174962989946,-0.020202707317519466,1.7884205679625405
0.14814814814814814,1761.48148148148,7.97289222222222,49.5621008888889,0.88,216.94,68.52,0.163624906,6,0.652836054,699.773,300.227,90.323,166.667,-1.9095425048844386,-0.12783337150988489,5.3796208176120714
0.375,2629.375,7.37321125,73.9634125,0.57,588.52,276.98,0.453622113,1,0.501886863,958.607,21.341,0,44.974,-0.9808292530117262,-0.5621189181535413,6.3776109108297465
0.10526315789473684,2049.73684210526,10.7362289473684,50.5562210526316,0.8,222.88,63.75,-0.268228895,1,0.673047215,960.928,39.072,833.333,106.061,-2.2512917986064953,-0.2231435513142097,5.4066335100314955
0.06818181818181818,1759.72727272727,11.4852784090909,28.6865704545455,1.59,25.89,224.13,-0.01021527,1,0.663406199,410.915,140.138,45.192,50.725,-2.6855773452501515,0.4637340162321402,3.2538567937634464
0.16666666666666666,1221.33333333333,4.3799,102.601716666667,0.44,0.51,84.33,-0.1633986,6,0.479884535,97.501,2.268,100,166.667,-1.791759469228055,-0.8209805520698302,-0.6733445532637656
0.8518518518518519,550.777777777778,0.292108074074074,43.7911074074074,0.92,111.91,107.02,-0.114908981,1,0.543497836,876.831,69.681,305.556,29.268,-0.16034265007517937,-0.08338160893905101,4.717694976829936
0.1,1105.4,11.009841,68.057665,0.58,2.29,169.25,-0.12660525,6,0.499778828,93.498,6.502,666.667,77.419,-2.3025850929940455,-0.5447271754416722,0.8285518175661483
0.21495327102803738,477.983644859813,5.84390313551402,35.3089718224299,2.07,35.32,77.45,0.004169497,6,0.678945162,708.062,267.118,34.188,24.295,-1.5373346185327565,0.7275486072772777,3.564449375735759
0.2222222222222222,1193.77777777778,7.62820888888889,78.5992555555556,0.53,14.81,577.19,-0.262112556,1,0.550929439,953.425,4.595,0,66.502,-1.5040773967762742,-0.6348782724359695,2.6953026282797072
0.10934393638170974,397.308151093439,5.93221494234592,41.8657899403578,1.52,16.74,81.6,0.019722572,1,0.564701879,696.912,303.088,44.937,35.897,-2.2132569848672685,0.41871033485818504,2.817801065061329
0.014018691588785047,616.64953271028,8.9329756728972,35.2107588785047,1.34,77.58,65.72,-0.041012746,6,0.75558741,748.757,251.243,46.667,59.744,-4.267363726353742,0.29266961396282004,4.351309662011821
0.2,1049.53333333333,10.502764,68.2107266666667,0.53,81.48,91.98,0.156545813,1,0.603276915,93.784,6.216,100,87.302,-1.6094379124341003,-0.6348782724359695,4.400357591358605
0.08,432.48,12.1911936,72.881596,0.62,6.57,79.52,0.15116304,1,0.561459079,722.441,277.559,68.627,83.077,-2.5257286443082556,-0.4780358009429998,1.8825138324965192
0.07407407407407407,463.074074074074,10.3435859259259,79.9278222222222,0.52,13.34,69.17,0.001778333,1,0.592679167,765.682,234.318,79.787,73.118,-2.6026896854443837,-0.6539264674066639,2.590767040487478
0.016129032258064516,253.548387096774,9.00636548387097,32.8527753225806,1.06,676.52,53.34,-0.040388031,1,0.621996027,512.907,438.981,35.526,54.545,-4.127134385045092,0.058268908123975824,6.516962011105841
0.45,511.45,9.280304,99.945285,0.5,0.84,108.61,0.059551145,1,0.565163111,833.887,166.113,129.032,9,-0.7985076962177716,-0.6931471805599453,-0.1743533871447778
0.16666666666666666,408.333333333333,10.5370691666667,51.4985333333333,0.69,104.26,143.54,-0.169627917,1,0.583431039,718.693,281.307,76.768,54.878,-1.791759469228055,-0.37106368139083207,4.64688777933996
0.625,375.625,18.23815,52.8869375,0.73,104.26,244.95,-0.018309375,1,0.569018228,682.149,317.851,65.098,61.166,-0.4700036292457356,-0.31471074483970024,4.64688777933996
0.13043478260869565,429.45652173913,7.25989817391304,55.5808434782609,0.8,1.57,99.65,-0.118627276,6,0.551162295,738.366,261.634,71.882,52.632,-2.03688192726104,-0.2231435513142097,0.45107561936021673
0.1111111111111111,169.444444444444,10.7197813888889,20.4212611111111,1.82,11.12,131.39,-0.114041306,6,0.674815559,40.376,59.624,53.535,62.589,-2.1972245773362196,0.598836501088704,2.4087452888224363
0.1,148.2,12.0303631,65.57046,0.62,128.67,201.15,0.45604437,1,0.498413647,469.164,487.666,50.314,10,-2.3025850929940455,-0.4780358009429998,4.857250987196899
0.19047619047619047,324.404761904762,7.87228414285714,48.5935285714286,0.83,23.89,66.75,0.028666531,6,0.657698383,59.064,346.942,49.369,54.078,-1.6582280766035324,-0.18632957819149348,3.173459961337718
0.022222222222222223,263,7.70904031111111,62.5131866666667,0.74,23.89,20.05,-0.169892662,6,0.526582528,530.431,401.461,40.823,6.013,-3.8066624897703196,-0.3011050927839216,3.173459961337718
0.22580645161290322,1072.96774193548,9.40870870967742,93.7571290322581,0.47,8.78,47.19,-0.035696355,1,0.594537675,961.066,38.934,0,84.211,-1.488077055429833,-0.7550225842780328,2.172476407647025
0.16666666666666666,1254.33333333333,5.3424175,33.5070833333333,1.36,1917,66.59,0.002717689,1,0.625668581,952.984,46.284,0,59.744,-1.791759469228055,0.3074846997479607,7.558516743045645
0.14130434782608695,419.296195652174,6.46246887228261,50.961808423913,1.05,19.1,48.26,-0.044408868,1,0.535140067,687.218,281.458,46.414,29.747,-1.9568392195875037,0.04879016416943205,2.9496883350525844
0.0211864406779661,145.241525423729,7.11203525,18.6864250847458,3.78,88.99,91.36,-0.005077031,1,0.617496568,62.968,37.032,52.564,23.102,-3.8543938925915096,1.3297240096314962,4.488524003868771
0.4,228.5,7.551326,37.61473,0.96,209.77,30.61,-0.0122576,1,0.562695029,714.528,239.805,89.899,46.003,-0.916290731874155,-0.040821994520255166,5.346011692410698
0.09090909090909091,164.727272727273,7.54488272727273,39.0661090909091,0.94,92.9,202.91,-0.105789282,1,0.436822545,813.615,109.622,139.706,40.784,-2.3978952727983707,-0.06187540371808753,4.531523645819793
0.5333333333333333,262.2,12.9346893333333,68.93826,0.59,13.16,112.08,-0.348748133,1,0.539572317,792.907,14.529,126.667,37.989,-0.6286086594223742,-0.527632742082372,2.5771819258971713
0.03125,172.625,12.21666453125,44.850921875,0.96,62.21,47.79,0.002937167,1,0.636520059,576.838,406.742,40.612,5.074,-3.4657359027997265,-0.040821994520255166,4.130515758526928
0.18085106382978725,193.106382978723,8.95944428723404,50.496935106383,1,57.17,40.1,-0.020404153,6,0.562422886,59.175,399.029,45.194,33.382,-1.7100814382137877,0,4.04602928527588
0.375,473.625,11.9594325,68.437025,0.48,41.18,163.3,0.24996225,1,0.577980854,924.482,67.872,666.667,32.801,-0.9808292530117262,-0.7339691750802004,3.717952701599643
0.4666666666666667,152.2,14.6298913333333,53.4023,0.67,51.33,78.09,-0.040812933,1,0.582743242,619.798,376.681,64.536,48.718,-0.7621400520468967,-0.40047756659712525,3.9382753765722116
0.4444444444444444,478.444444444444,9.70894666666667,73.4382444444444,0.6,15.27,47.06,0.429595222,1,0.503823924,892.502,106.249,40,34.286,-0.8109302162163288,-0.5108256237659907,2.725890119230541
0.4375,434.625,7.5588621875,55.7721583333333,0.72,8.55,53.73,-0.007698052,6,0.518609708,810.142,188.342,166.667,35.065,-0.8266785731844679,-0.3285040669720361,2.145931282948669
0.2727272727272727,352.272727272727,15.6922272727273,102.385836363636,0.46,57.85,94.57,0.080981709,6,0.461325301,739.973,260.027,166.667,5,-1.2992829841302609,-0.7765287894989963,4.0578534536396855
0.375,454.25,5.463761875,52.56678125,0.86,43.12,128.92,0.260936338,1,0.489177611,848.492,151.508,277.778,32.729,-0.9808292530117262,-0.15082288973458366,3.7639869266007415
0.4642857142857143,460.732142857143,5.88520839285714,45.8731803571429,1.12,6.76,83.03,0.006195232,6,0.517930809,840.559,159.441,222.222,27.364,-0.7672551527136672,0.11332868530700327,1.9110228900548727
0.13333333333333333,414.266666666667,2.18822006666667,41.5431606666667,0.83,52.46,567.06,0.443384867,1,0.590504627,899.105,100.895,50,66.138,-2.0149030205422647,-0.18632957819149348,3.9600509744387278
0.5394736842105263,1472.44736842105,11.5606340789474,47.16225,1.2,60.59,362.66,0.024148668,1,0.527242705,903.789,95.454,100,90.909,-0.6171612735820232,0.1823215567939546,4.104129862956897
0.875,1574.1875,14.78418625,90.79906875,0.49,88.72,203.59,-0.04373925,6,0.490449548,89.979,99.398,100,73.563,-0.13353139262452263,-0.7133498878774648,4.485485343042112
0.24275724275724275,248.532467532468,11.6639783656344,24.2526862077922,3.43,267.21,75.51,0.012501011,6,0.556985712,571.921,428.079,27.921,23.148,-1.4156933359746722,1.2325602611778486,5.5880348661118875
0.045454545454545456,432.681818181818,6.38360818181818,91.6906681818182,0.49,13.33,32.87,0.106317723,1,0.521145404,911.108,88.892,533.333,66.502,-3.0910424533583156,-0.7133498878774648,2.5900171341906173
0.4666666666666667,1250.13333333333,12.5814513333333,78.1767666666667,0.53,30.01,194.41,0.185737973,1,0.514729535,95.015,4.985,100,79.772,-0.7621400520468967,-0.6348782724359695,3.4015306594522756
0.09090909090909091,325.636363636364,8.13056454545455,51.4810727272727,0.81,64.01,50.74,0.236770655,1,0.555262945,917.771,81.345,466.667,41.835,-2.3978952727983707,-0.21072103131565253,4.159039321153912
1,543.7,5.44051,28.147871,1.2,391.43,60.92,-0.002153165,1,0.630334329,925.851,74.149,333.333,127.273,0,0.1823215567939546,5.969806699955179
0.2727272727272727,362.545454545455,10.2740663636364,79.0504636363636,0.52,27.09,121.45,-0.149781273,6,0.534577793,880.784,108.055,333.333,36.953,-1.2992829841302609,-0.6539264674066639,3.2991646560970036
0.6428571428571429,1364.92857142857,14.158225,81.2072464285714,0.54,24.1,184.05,-0.160888807,6,0.547981552,945.234,54.766,50,41.546,-0.4418327522790392,-0.616186139423817,3.1822118404966093
0.23076923076923078,427.384615384615,8.95588230769231,123.475015384615,0.41,1.41,212.27,-0.078180492,1,0.487368458,936.864,63.136,666.667,41.835,-1.466337068793427,-0.8915981192837836,0.34358970439007686
0.5,1292.6,12.00404,87.79584,0.53,5.49,162.63,0.01833206,6,0.404271439,939.313,60.499,100,52.553,-0.6931471805599453,-0.6348782724359695,1.7029282555214393
0.9166666666666666,1386.19047619048,10.6076423809524,57.943025,0.79,3.14,88.34,0.081645469,1,0.558392464,931.115,67.681,666.667,51.282,-0.08701137698962981,-0.23572233352106983,1.144222799920162
0.15,188.6,7.6560615,17.633895,1.81,101.29,59.1,-0.09281317,1,0.653727198,502.905,485.168,68.908,65.954,-1.8971199848858813,0.5933268452777344,4.6179876896987055
0.14285714285714285,1426.71428571429,3.4922465,42.96862,0.97,103.37,146.62,0.289905143,6,0.662229744,935.997,62.548,666.667,108.225,-1.9459101490553135,-0.030459207484708574,4.638314784580394
1,1354.1,16.171588,89.55292,0.44,123.01,102.56,0.03110337,6,0.527797857,925.247,74.402,666.667,46.003,0,-0.8209805520698302,4.8122656528806935
0.3333333333333333,385.513888888889,5.83604856944444,57.5792152777778,0.83,6.86,66.29,0.013214978,1,0.567365229,943.429,56.571,0,53.968,-1.0986122886681098,-0.18632957819149348,1.925707441737794
0.07216494845360824,1395.42268041237,4.87758742268041,31.3111495876289,1.73,33.69,298.13,0.100217992,1,0.808834055,933.442,64.767,666.667,58.559,-2.62880082944807,0.5481214085096876,3.5172010574184616
0.1724137931034483,475.206896551724,9.15340293103448,72.6399103448276,0.62,1.41,48.5,0.016858029,1,0.495967003,932.069,67.931,100,3.102,-1.7578579175523736,-0.4780358009429998,0.34358970439007686
0.006060606060606061,194.078787878788,6.87506677575758,18.8091241212121,3.93,8.35,73.38,-0.020637109,1,0.534640704,737.613,251.963,83.333,50.505,-5.10594547390058,1.3686394258811698,2.122261538862764
0.047619047619047616,425.238095238095,6.93547206349206,23.7013098412698,2.87,51.47,46.08,0.21542136,1,0.562052673,95.327,4.673,533.333,65.217,-3.044522437723423,1.0543120297715298,3.940999113664663
0.10588235294117647,397.752941176471,8.62416823529412,53.2382905882353,1.1,17.72,136.89,0.121853495,1,0.63759386,852.857,136.283,12,171.429,-2.245426679154097,0.09531017980432493,2.8746939451769347
0.022727272727272728,187.602272727273,5.47949784090909,23.2914227272727,1.75,14.26,116.99,0.115567059,1,0.668135532,542.526,448.305,43.922,56.899,-3.784189633918261,0.5596157879354227,2.65745841498615
0.3333333333333333,432.888888888889,12.8435944444444,34.1038444444444,0.74,22.01,51.74,0.0977806,1,0.564805117,948.006,51.994,100,7.619,-1.0986122886681098,-0.3011050927839216,3.0914968955383704
0.09090909090909091,1326.54545454545,6.97371636363636,70.6189181818182,0.59,3.48,158.05,-0.117553364,6,0.557422324,909.814,88.566,0,46.104,-2.3978952727983707,-0.527632742082372,1.247032293786383
0.125,346.875,9.13541625,69.4977875,0.64,4.66,69.97,-0.142314,6,0.609714768,718.086,271.256,80.139,46.757,-2.0794415416798357,-0.4462871026284195,1.5390154481375546
0.13636363636363635,1313.65909090909,7.57530681818182,60.9019,0.71,27.66,123.08,-0.189524798,6,0.578772989,905.159,91.468,466.667,38.194,-1.9924301646902063,-0.342490308946776,3.319987326236612
0.25,503.5,6.763935,76.4114,0.47,22.33,79.51,0.343235275,6,0.518260234,930.184,69.816,60,88.235,-1.3862943611198906,-0.7550225842780328,3.1059310658520665
0.07142857142857142,472.571428571429,9.80870535714286,82.7538428571429,0.54,120.8,46.44,0.293351957,6,0.49428728,917.129,82.871,380.952,57.057,-2.639057329615259,-0.616186139423817,4.794136285500715
0.05263157894736842,224.315789473684,16.0529089473684,54.1294526315789,0.82,214.54,63.2,0.041362395,1,0.638415892,467.962,524.922,39.187,82.661,-2.9444389791664407,-0.19845093872383832,5.368496201169283
0.03333333333333333,1315.23333333333,7.77515933333333,61.6723233333333,0.71,39.8,86.13,0.24412583,6,0.575704816,865.636,130.286,269.231,48.701,-3.4011973816621555,-0.342490308946776,3.6838669122903918
0.18592964824120603,1287.36180904523,8.69358273366834,67.397432160804,0.77,11.26,95.49,-0.020099909,6,0.484434685,917.949,8.084,527.778,28.973,-1.682386912080268,-0.2613647641344075,2.421256622711544
0.125,492.5,3.9287625,119.50425,0.4,21.42,379.53,0.35232375,6,0.470354246,85.896,14.104,21.978,28.181,-2.0794415416798357,-0.916290731874155,3.064325065019603
0.5454545454545454,1363.72727272727,8.68613181818182,94.5948181818182,0.45,61.08,55.6,-0.185915209,6,0.426104544,837.396,158.295,228.571,60.908,-0.6061358035703156,-0.7985076962177716,4.1121844803504315
0.07142857142857142,1223.28571428571,6.88351742857143,117.9739,0.42,52.33,122.63,0.115502189,1,0.538013732,863.446,133.198,40,39.627,-2.639057329615259,-0.8675005677047231,3.9575698203841165
0.29411764705882354,1344.14705882353,9.41264112184874,48.9793390756303,1.07,5.97,167.23,0.020028709,6,0.529247379,864.812,132.312,228.571,67.568,-1.2237754316221157,0.06765864847381486,1.7867469274045107
0.0033917467495760316,470.98388920294,5.07966799265122,29.3347260650085,2.89,10.29,67.45,0.016968779,1,0.580442306,829.286,164.127,4.336,2.71,-5.6864102249317305,1.0612565021243408,2.331172549845958
0.09523809523809523,1102.19047619048,2.15581438095238,52.9505380952381,0.66,36.69,406.2,-0.35138169,1,0.636867633,894.712,97.833,80,45.455,-2.3513752571634776,-0.4155154439616658,3.6025042383671906
0.10526315789473684,1102,5.07339210526316,66.7999105263158,0.61,0.85,62.28,0.315218942,6,0.579379157,89.722,96.188,833.333,58.468,-2.2512917986064953,-0.4942963218147801,-0.16251892949777494
0.2857142857142857,1084.64285714286,6.32756785714286,73.5857714285714,0.52,16.86,422.44,-0.111143714,1,0.515810392,896.929,96.285,50,60.729,-1.252762968495368,-0.6539264674066639,2.8249439525737094
0.7658536585365854,2402.0487804878,13.0790723902439,36.7190687804878,1.59,59.15,137.57,0.005059759,6,0.548075072,988.576,11.424,0,0,-0.2667641737901001,0.4637340162321402,4.080076590424396
0.1,541.7,7.9298045,83.95602,0.53,5.83,133.56,0.167448975,1,0.529624892,890.519,92.977,428.571,4.717,-2.3025850929940455,-0.6348782724359695,1.763017000362401
0.16666666666666666,524.666666666667,7.75428333333333,80.349275,0.52,73.16,65.19,0.455953092,1,0.549261137,929.305,45.525,100,64.516,-1.791759469228055,-0.6539264674066639,4.292648823522665
0.10077519379844961,475.790697674419,8.60026058914729,18.685108372093,3.51,252.33,96.23,0.097799749,1,0.661841862,890.318,96.816,236.364,42.424,-2.294863046900135,1.2556160374777743,5.530737754642455
0.038461538461538464,493.346153846154,5.4784,37.97295,0.9,102.45,65.13,0.050122996,1,0.560273315,920.657,53.841,333.333,64.516,-3.258096538021482,-0.10536051565782628,4.629374874684909
0.4166666666666667,618.833333333333,6.2746625,74.29375,0.53,1.96,57.13,-0.106344667,6,0.504418101,888.167,79.747,380.952,62.678,-0.8754687373538999,-0.6348782724359695,0.6729444732424258
0.03571428571428571,477.107142857143,8.52153785714286,48.6346360714286,0.82,4.98,170.38,0.125160639,1,0.46246443,840.499,76.869,164.835,63.866,-3.332204510175204,-0.19845093872383832,1.6054298910365616
0.0051813471502590676,642.93609671848,5.38215804317789,47.6220588255613,1.23,39.98,73.96,0.012253735,6,0.561740765,944.401,40.292,333.333,55.331,-5.262690188904886,0.20701416938432612,3.6883793290722537
0.09090909090909091,581.363636363636,3.45972181818182,53.0227545454545,0.88,51.05,124.05,-0.092078818,6,0.442698533,929.692,55.638,428.571,83.077,-2.3978952727983707,-0.12783337150988489,3.9328055446106744
0.1609403254972875,506.394213381555,6.58587482820977,44.8560206943942,1.06,17.42,67.17,-0.05114551,1,0.635754324,86.228,68.853,98.462,33.794,-1.826721631790195,0.058268908123975824,2.857618971424357
0.1452991452991453,297.974358974359,3.12061252136752,33.1500333333333,1.4,55.08,91.38,-0.054577424,1,0.596115714,880.061,60.885,228.571,116.959,-1.92896059074154,0.3364722366212129,4.008786673860454
0.038461538461538464,517.673076923077,4.80127711538462,57.9833367307692,0.83,18.17,64.02,-0.076702911,6,0.527797293,772.227,119.432,103.448,4.495,-3.258096538021482,-0.18632957819149348,2.89977188240808
0.037037037037037035,570.62962962963,7.67827851851852,52.6524407407407,0.79,36.84,108.39,0.107929378,6,0.651594789,795.099,116.859,130.435,50.505,-3.295836866004329,-0.23572233352106983,3.6065842113871063
0.05,573.8,8.0961233,73.187395,0.67,36.84,117.08,0.20996295,6,0.515105605,789.982,103.038,114.625,48.627,-2.995732273553991,-0.40047756659712525,3.6065842113871063
0.1,556.2,11.297413,96.8362,0.45,158.24,78.1,-0.0193901,6,0.497835253,64.041,119.768,68.182,54.427,-2.3025850929940455,-0.7985076962177716,5.064112867874402
0.5555555555555556,1412.22222222222,7.74636777777778,24.1922111111111,1.2,2156.87,81.86,0.017042222,1,0.650794391,974.746,25.254,0,192.308,-0.587786664902119,0.1823215567939546,7.6764133756809345
0.11764705882352941,615.117647058824,7.27819882352941,63.7533588235294,0.62,15.99,82.4,-0.043640059,1,0.546254627,884.234,115.766,607.143,40,-2.1400661634962708,-0.4780358009429998,2.771963526845863
