unitid,"instnm","chronname","conference","city","state","nickname",year,"url",full_time_enrollment,inflation_adjusted_ticket_sales,inflation_adjusted_student_fees,inflation_adjusted_direct_state_govt_support,inflation_adjusted_direct_institutional_support,inflation_adjusted_indirect_facil_admin_support,inflation_adjusted_ncaa_distributions,inflation_adjusted_royalties,inflation_adjusted_tv_revenue,inflation_adjusted_endowments,inflation_adjusted_athletic_revenues,inflation_adjusted_other_revenues,inflation_adjusted_athletic_expenses,inflation_adjusted_subsidy,inflation_adjusted_subsidyproportion,inflation_adjusted_institutional_subsidy,inflation_adjusted_institutionalsubsidy_proportion,inflation_adjusted_net_revenue,inflation_adjusted_net_revenue_before_subsidy,inflation_adjusted_external_revenue,ticket_sales,student_fees,direct_state_govt_support,direct_institutional_support,indirect_facil_admin_support,ncaa_distributions,royalties,tv_revenue,endowments,athletic_revenues,other_revenues,athletic_expenses,subsidy,subsidyproportion,institutional_subsidy,institutionalsubsidy_proportion,net_revenue,net_revenue_before_subsidy,external_revenue,instate_tuition
161253,"University of Maine","University of Maine","America East Conference","Orono","Maine","Black Bears",2012,"university-of-louisiana-at-lafayette-fy2012.pdf",8739,1391884,0,0,10486361,1904849,941520,682639,0,40396,19434949,4027695,19236278,12391211,0.637574,12391210,0.637574,198671,-12192540,7043738,1349685,0,0,10168440,1847099,912975,661943,0,39171,18845728,3905586,18653080,12015539,0.637574,12015539,0.637574,192648,-11822891,6830189,10594
161253,"University of Maine","University of Maine","America East Conference","Orono","Maine","Black Bears",2011,"university-of-louisiana-at-lafayette-fy2011.pdf",8739,1426657,0,0,10812145,2020480,967114,661821,0,46710,19566359,3678141,19362656,12832626,0.655851,12832625,0.655851,203703,-12628923,6733733,1344794,0,0,10191732,1904543,911620,623845,0,44030,18443619,3467085,18251605,12096275,0.655851,12096275,0.655851,192014,-11904261,6347344,10588
161253,"University of Maine","University of Maine","America East Conference","Orono","Maine","Black Bears",2010,"university-of-louisiana-at-lafayette-fy2010.pdf",8739,1409216,0,0,10572813,0,816483,653264,0,47725,17678276,4226499,17702811,10572813,0.598068,10572813,0.598068,-24535,-10597348,7105462,1300935,0,0,9760424,0,753746,603069,0,44058,16319920,3901746,16342570,9760424,0.598068,9760424,0.598068,-22650,-9783074,6559496,10142
166513,"University of Massachusetts-Lowell","University of Massachusetts at Lowell","America East Conference","Lowell","Massachusetts","River Hawks",2014,"university-of-massachusetts-at-lowell-fy2014.pdf",10322,533064,0,0,9522273,770000,36138,714713,0,31093,12988025,1411837,12786739,10292273,0.792443,10292273,0.792443,201286,-10090987,2695752,533064,0,0,9522273,770000,36138,714713,0,31093,12988025,1411837,12786739,10292273,0.792443,10292273,0.792443,201286,-10090987,2695752,12447
166513,"University of Massachusetts-Lowell","University of Massachusetts at Lowell","America East Conference","Lowell","Massachusetts","River Hawks",2013,"university-of-massachusetts-at-lowell-fy2013.pdf",10322,494974,0,0,6929698,930073,104750,621315,820,28201,10119666,1038856,10163270,7859771,0.776683,7859771,0.776683,-43604,-7903375,2259895,489461,0,0,6852515,919714,103583,614395,811,27887,10006953,1027285,10050071,7772229,0.776683,7772229,0.776683,-43118,-7815347,2234724,12097
166513,"University of Massachusetts-Lowell","University of Massachusetts at Lowell","America East Conference","Lowell","Massachusetts","River Hawks",2012,"university-of-massachusetts-at-lowell-fy2012.pdf",10322,236695,0,0,6693246,1034598,101281,893,2560,20317,8691370,624657,8696418,7727844,0.88914,7727844,0.88914,-5048,-7732892,963526,229519,0,0,6490323,1003231,98210,866,2482,19701,8427868,605719,8432763,7493554,0.88914,7493554,0.88914,-4895,-7498449,934314,11852
166513,"University of Massachusetts-Lowell","University of Massachusetts at Lowell","America East Conference","Lowell","Massachusetts","River Hawks",2011,"university-of-massachusetts-at-lowell-fy2011.pdf",10322,238694,0,0,5841413,884713,67729,7911,0,24324,7677541,637081,7939959,6726126,0.876078,6726126,0.876078,-262418,-6988544,951415,224997,0,0,5506226,833947,63843,7457,0,22928,7236995,600525,7484355,6340173,0.876078,6340173,0.876078,-247360,-6587533,896822,11297
166513,"University of Massachusetts-Lowell","University of Massachusetts at Lowell","America East Conference","Lowell","Massachusetts","River Hawks",2010,"university-of-massachusetts-at-lowell-fy2010.pdf",10322,347367,0,0,5029880,798831,92726,146422,0,5139,7653864,1238638,7251042,5828711,0.761538,5828711,0.761538,402822,-5425889,1825153,320676,0,0,4643396,737451,85601,135171,0,4744,7065760,1143465,6693890,5380847,0.761538,5380847,0.761538,371870,-5008977,1684913,10506
183044,"University of New Hampshire-Main Campus","University of New Hampshire","America East Conference","Durham","New Hampshire","Wildcats",2014,"university-of-new-hampshire-fy2014.pdf",13336,1663820,11720896,34728,6873315,0,1604525,1546033,51133,632310,26799800,3356483,26972273,18628939,0.695115,6873315,0.256469,-172473,-18801412,8170861,1663820,11720896,34728,6873315,0,1604525,1546033,51133,632310,26799800,3356483,26972273,18628939,0.695115,6873315,0.256469,-172473,-18801412,8170861,16552
183044,"University of New Hampshire-Main Campus","University of New Hampshire","America East Conference","Durham","New Hampshire","Wildcats",2013,"university-of-new-hampshire-fy2013.pdf",13336,1780748,11673075,35125,6791906,0,1431272,1533477,41153,605168,26596113,3350510,26098960,18500106,0.695594,6791906,0.255372,497152,-18002954,8096007,1760914,11543060,34734,6716257,0,1415330,1516397,40695,598428,26299884,3313192,25808269,18294051,0.695594,6716257,0.255372,491615,-17802436,8005833,16496
183044,"University of New Hampshire-Main Campus","University of New Hampshire","America East Conference","Durham","New Hampshire","Wildcats",2012,"university-of-new-hampshire-fy2012.pdf",13336,1853282,11271834,34109,5810450,0,1336109,1532658,14467,605448,25200601,3362159,25489124,17116393,0.679206,5810450,0.230568,-288523,-17404917,8084208,1797095,10930099,33075,5634291,0,1295601,1486191,14028,587092,24436579,3260227,24716355,16597465,0.679206,5634291,0.230568,-279776,-16877241,7839114,16422
183044,"University of New Hampshire-Main Campus","University of New Hampshire","America East Conference","Durham","New Hampshire","Wildcats",2011,"university-of-new-hampshire-fy2011.pdf",13336,2144334,10825247,33418,8606724,0,1319697,1738413,10477,604447,27834508,3166676,28787605,19465388,0.699326,8606724,0.309211,-953098,-20418486,8369120,2021290,10204082,31500,8112860,0,1243971,1638661,9876,569763,26237332,2984968,27135740,18348442,0.699326,8112860,0.309211,-898408,-19246850,7888890,15250
183044,"University of New Hampshire-Main Campus","University of New Hampshire","America East Conference","Durham","New Hampshire","Wildcats",2010,"university-of-new-hampshire-fy2010.pdf",13336,2296899,10604144,34122,8594250,0,1291529,1609101,19751,599618,27574182,3144137,28108273,19232516,0.697483,8594250,0.311677,-534091,-19766607,8341666,2120411,9789347,31500,7933889,0,1192291,1485462,18233,553545,25455449,2902549,25948502,17754736,0.697483,7933889,0.311677,-493053,-18247789,7700713,13672
196097,"Stony Brook University","State University of New York at Stony Brook","America East Conference","Stony Brook","New York","Seawolves",2014,"stony-brook-fy2014.pdf",20044,346016,7778859,0,10706638,4812547,1210683,505889,0,100374,27504770,2144138,26934534,23298044,0.847055,15519185,0.564236,570236,-22727808,4206726,346016,7778859,0,10706638,4812547,1210683,505889,0,100374,27504770,2144138,26934534,23298044,0.847055,15519185,0.564236,570236,-22727808,4206726,8430
196097,"Stony Brook University","State University of New York at Stony Brook","America East Conference","Stony Brook","New York","Seawolves",2013,"stony-brook-fy2013.pdf",20044,309633,7507932,6063181,1714883,4720373,1374707,336907,0,94204,25405180,3377564,25427834,20006369,0.787492,6435256,0.253305,-22654,-20029023,5398811,306184,7424308,5995649,1695783,4667797,1359395,333155,0,93155,25122216,3339945,25144618,19783537,0.787492,6363580,0.253305,-22402,-19805939,5338679,8001
196097,"Stony Brook University","State University of New York at Stony Brook","America East Conference","Stony Brook","New York","Seawolves",2012,"stony-brook-fy2012.pdf",20044,235727,7417956,6112596,1101782,4022018,1662588,596729,0,98706,26749389,5599992,24622454,18654352,0.697375,5123800,0.191548,2126935,-16527418,8095036,228580,7193061,5927277,1068379,3900080,1612182,578638,0,95713,25938411,5430214,23875960,18088797,0.697375,4968459,0.191548,2062451,-16026346,7849614,7560
196097,"Stony Brook University","State University of New York at Stony Brook","America East Conference","Stony Brook","New York","Seawolves",2011,"stony-brook-fy2011.pdf",20044,252682,7733731,6284073,989170,3969035,1141254,655483,0,65562,25818457,4793029,22816400,18976009,0.734978,4958205,0.192041,3002057,-15973951,6842448,238183,7289961,5923486,932410,3741287,1075768,617871,0,61800,24336965,4517999,21507169,17887144,0.734978,4673697,0.192041,2829796,-15057348,6449821,6994
196097,"Stony Brook University","State University of New York at Stony Brook","America East Conference","Stony Brook","New York","Seawolves",2010,"stony-brook-fy2010.pdf",20044,157827,7202156,6636218,743312,3332139,1244295,596541,0,90762,22356146,2443657,21830661,17913826,0.801293,4075451,0.182297,525485,-17388341,4442320,145700,6648760,6126307,686198,3076106,1148686,550704,0,83788,20638354,2255893,20153246,16537371,0.801293,3762304,0.182297,485108,-16052263,4100983,6580
231174,"University of Vermont","University of Vermont","America East Conference","Burlington","Vermont","Catamounts",2014,"university-of-vermont-fy2014.pdf",11001,1559930,2552773,0,9205163,1635050,657419,940390,0,422226,18344402,1793677,19071456,13392986,0.730086,10840213,0.590928,-727054,-14120040,4951416,1559930,2552773,0,9205163,1635050,657419,940390,0,422226,18344402,1793677,19071456,13392986,0.730086,10840213,0.590928,-727054,-14120040,4951416,16196
231174,"University of Vermont","University of Vermont","America East Conference","Burlington","Vermont","Catamounts",2013,"university-of-vermont-fy2013.pdf",11001,1520622,2619144,0,9100198,1483670,708010,897879,0,403314,18344320,2014796,18558413,13203013,0.719733,10583868,0.576956,-214094,-13417106,5141307,1503685,2589972,0,8998840,1467145,700124,887878,0,398822,18140000,1992356,18351709,13055957,0.719733,10465985,0.576956,-211709,-13267666,5084043,15718
231174,"University of Vermont","University of Vermont","America East Conference","Burlington","Vermont","Catamounts",2012,"university-of-vermont-fy2012.pdf",11001,1636114,2561841,0,8915632,1680240,636866,813352,0,420722,17476569,1232524,18511168,13157712,0.752877,10595872,0.60629,-1034600,-14192312,4318856,1586511,2484172,0,8645331,1629299,617558,788693,0,407967,16946721,1195157,17949954,12758802,0.752877,10274630,0.60629,-1003233,-13762035,4187919,15284
231174,"University of Vermont","University of Vermont","America East Conference","Burlington","Vermont","Catamounts",2011,"university-of-vermont-fy2011.pdf",11001,1618378,2665916,0,8509658,1525717,889255,735709,0,432006,17686791,1742158,18078538,12701292,0.718123,10035375,0.567394,-391747,-13093038,4985500,1525514,2512943,0,8021364,1438170,838229,693493,0,407217,16671903,1642190,17041171,11972477,0.718123,9459534,0.567394,-369268,-12341745,4699426,14784
231174,"University of Vermont","University of Vermont","America East Conference","Burlington","Vermont","Catamounts",2010,"university-of-vermont-fy2010.pdf",11001,1564693,2632360,0,8107110,1446048,854919,695874,0,408916,17259565,1958561,17322114,12185517,0.706015,9553158,0.553499,-62549,-12248067,5074047,1444466,2430096,0,7484179,1334937,789229,642405,0,377496,15933382,1808070,15991125,11249212,0.706015,8819116,0.553499,-57743,-11306955,4684170,14066
198464,"East Carolina University","East Carolina University","American Athletic Conference","Greenville","North Carolina","Pirates and Lady Pirates",2014,"east-carolina-fy2014.pdf",20971,6772823,13070200,1202983,360948,1046316,3601354,2192837,0,3967,36598782,8351321,38723518,15680447,0.428442,1407264,0.0384511,-2124736,-17805183,20918335,6772823,13070200,1202983,360948,1046316,3601354,2192837,0,3967,36598782,8351321,38723518,15680447,0.428442,1407264,0.0384511,-2124736,-17805183,20918335,6143
198464,"East Carolina University","East Carolina University","American Athletic Conference","Greenville","North Carolina","Pirates and Lady Pirates",2013,"east-carolina-fy2013.xlsx",20971,6937088,12508097,1200741,371186,1058101,4024353,1692470,0,127247,36208524,8416488,37052183,15138125,0.418082,1429287,0.0394738,-843659,-15981784,21070399,6859822,12368781,1187367,367052,1046316,3979530,1673619,0,125830,35805232,8322745,36639494,14969516,0.418082,1413368,0.0394738,-834262,-15803778,20835716,6143
198464,"East Carolina University","East Carolina University","American Athletic Conference","Greenville","North Carolina","Pirates and Lady Pirates",2012,"east-carolina-fy2012.xlsx",20971,8184108,12261892,1135267,361175,1079030,3048598,1520107,0,152526,36687448,9097271,34674751,14837363,0.404426,1440205,0.0392561,2012697,-12824666,21850084,7935985,11890141,1100848,350225,1046316,2956172,1474021,0,147902,35575172,8821464,33623495,14387530,0.404426,1396541,0.0392561,1951677,-12435853,21187642,5869
198464,"East Carolina University","East Carolina University","American Athletic Conference","Greenville","North Carolina","Pirates and Lady Pirates",2011,"east-carolina-fy2011.xlsx",20971,8498308,11868918,965877,393514,1110010,4176396,1339895,0,135848,36121565,7768647,34182385,14338319,0.396946,1503524,0.041624,1939180,-12399139,21783246,8010665,11187866,910454,370934,1046316,3936750,1263010,0,128053,34048869,7322874,32220961,13515570,0.396946,1417250,0.041624,1827908,-11687662,20533299,5317
198464,"East Carolina University","East Carolina University","American Athletic Conference","Greenville","North Carolina","Pirates and Lady Pirates",2010,"east-carolina-fy2010.xlsx",20971,6648995,11310884,1903914,670051,1133404,4828338,1096316,0,167251,34967255,7375353,33010107,15018253,0.429495,1803455,0.0515755,1957147,-13061106,19949002,6138102,10441783,1757622,618566,1046316,4457340,1012078,0,154400,32280456,6808649,30473691,13864287,0.429495,1664882,0.0515755,1806765,-12057522,18416169,5076
225511,"University of Houston","University of Houston","American Athletic Conference","Houston","Texas","Cougars",2014,"university-of-houston-fy2014.pdf",28486,3450712,7737707,0,14006414,0,6474299,2175510,0,218776,40310724,6466082,39486396,21744121,0.539413,14006414,0.347461,824328,-20919793,18566603,3450712,7737707,0,14006414,0,6474299,2175510,0,218776,40310724,6466082,39486396,21744121,0.539413,14006414,0.347461,824328,-20919793,18566603,10518
225511,"University of Houston","University of Houston","American Athletic Conference","Houston","Texas","Cougars",2013,"university-of-houston-fy2013.pdf",28486,3855767,7870367,0,18538237,0,2691177,3549431,0,202168,42498234,5993255,43144590,26408604,0.621405,18538237,0.436212,-646356,-27054960,16089630,3812821,7782707,0,18331757,0,2661203,3509897,0,199916,42024887,5926502,42664044,26114464,0.621405,18331757,0.436212,-639157,-26753621,15910423,10272
225511,"University of Houston","University of Houston","American Athletic Conference","Houston","Texas","Cougars",2012,"university-of-houston-fy2012.pdf",28486,5088295,4545516,0,17465668,0,2529843,471279,0,179686,37798451,7697849,37533122,22011185,0.58233,17465668,0.462074,265329,-21745855,15787266,4934030,4407707,0,16936151,0,2453144,456991,0,174238,36652492,7464469,36395207,21343858,0.58233,16936151,0.462074,257285,-21086573,15308634,9888
225511,"University of Houston","University of Houston","American Athletic Conference","Houston","Texas","Cougars",2011,"university-of-houston-fy2011.pdf",28486,3592164,4628283,0,16740329,0,3032819,1585154,0,197971,36721133,7142384,35487107,21368612,0.581916,16740329,0.455877,1234026,-20134586,15352521,3386042,4362707,0,15779750,0,2858792,1494196,0,186611,34614033,6732546,33450817,20142457,0.581916,15779750,0.455877,1163216,-18979241,14471576,9211
225511,"University of Houston","University of Houston","American Athletic Conference","Houston","Texas","Cougars",2010,"university-of-houston-fy2010.pdf",28486,3752420,5122197,0,13748172,0,3909977,1302744,0,225728,35784042,7948531,35784042,18870369,0.52734,13748172,0.384198,0,-18870369,16913672,3464093,4728620,0,12691796,0,3609544,1202644,0,208384,33034483,7337786,33034483,17420416,0.52734,12691796,0.384198,0,-17420416,15614067,8997
220862,"University of Memphis","University of Memphis","American Athletic Conference","Memphis","Tennessee","Tigers",2014,"university-of-memphis-fy2014.pdf",14385,8596559,7721891,0,8132095,3483499,6036401,2960600,0,561,50278503,13347458,50266862,19337485,0.384607,11615594,0.231025,11641,-19325844,30941018,8596559,7721891,0,8132095,3483499,6036401,2960600,0,561,50278503,13347458,50266862,19337485,0.384607,11615594,0.231025,11641,-19325844,30941018,8973
220862,"University of Memphis","University of Memphis","American Athletic Conference","Memphis","Tennessee","Tigers",2013,"university-of-memphis-fy2013.pdf",14385,8392482,8315750,0,7412509,3390919,1935875,2685778,1019072,706,46868306,14734993,47025081,19119178,0.407934,10803428,0.230506,-156775,-19275953,27749128,8299006,8223129,0,7329948,3353151,1914313,2655864,1007722,698,46346285,14570874,46501314,18906228,0.407934,10683099,0.230506,-155029,-19061257,27440057,8642
220862,"University of Memphis","University of Memphis","American Athletic Conference","Memphis","Tennessee","Tigers",2012,"university-of-memphis-fy2012.pdf",14385,8533653,8875436,0,7170259,3377103,1873608,2776819,1169251,771,48246213,15639335,48250999,19422798,0.402577,10547362,0.218615,-4786,-19427584,28823415,8274933,8606354,0,6952874,3274717,1816805,2692632,1133802,748,46783503,15165188,46788144,18833945,0.402577,10227591,0.218615,-4641,-18838586,27949558,8234
220862,"University of Memphis","University of Memphis","American Athletic Conference","Memphis","Tennessee","Tigers",2011,"university-of-memphis-fy2011.pdf",14385,9789085,9290891,0,3723638,3115650,1926274,2681421,1031170,1419,42842623,12315665,42760915,16130178,0.376498,6839288,0.159637,81709,-16048469,26712445,9227376,8757769,0,3509971,2936870,1815742,2527558,972000,1338,40384265,11608979,40307245,15204610,0.376498,6446841,0.159637,77020,-15127590,25179655,7696
220862,"University of Memphis","University of Memphis","American Athletic Conference","Memphis","Tennessee","Tigers",2010,"university-of-memphis-fy2010.pdf",14385,9843510,8304137,0,1433832,2783343,1944834,2380590,1253354,2709,42810280,16120033,42810280,12521312,0.292484,4217175,0.0985085,0,-12521312,30288967,9087159,7666067,0,1323660,2569478,1795398,2197671,1157049,2501,39520842,14881409,39520842,11559205,0.292484,3893138,0.0985085,0,-11559205,27961637,6990
232186,"George Mason University","George Mason University","Atlantic 10 Conference","Fairfax","Virginia","Patriots",2014,"george-mason-fy2014.pdf",21421,737850,14355198,0,1537851,1314303,945189,670445,0,0,21014697,1453861,21633368,17207352,0.818825,2852154,0.135722,-618671,-17826023,3807345,737850,14355198,0,1537851,1314303,945189,670445,0,0,21014697,1453861,21633368,17207352,0.818825,2852154,0.135722,-618671,-17826023,3807345,10382
232186,"George Mason University","George Mason University","Atlantic 10 Conference","Fairfax","Virginia","Patriots",2013,"george-mason-fy2013.pdf",21421,903306,14210775,0,3269251,1416088,777089,524571,0,0,22513405,1412325,22393148,18896115,0.839327,4685339,0.208113,120257,-18775857,3617291,893245,14052495,0,3232838,1400316,768434,518728,0,0,22262650,1396594,22143732,18685649,0.839327,4633154,0.208113,118918,-18566731,3577001,9908
232186,"George Mason University","George Mason University","Atlantic 10 Conference","Fairfax","Virginia","Patriots",2012,"george-mason-fy2012.pdf",21421,753987,13797582,0,1402184,1018069,1933982,507938,0,0,20605522,1191780,19984071,16217835,0.787063,2420253,0.117457,621451,-15596384,4387687,731128,13379272,0,1359673,987204,1875348,492539,0,0,19980812,1155648,19378202,15726149,0.787063,2346877,0.117457,602610,-15123539,4254663,9620
232186,"George Mason University","George Mason University","Atlantic 10 Conference","Fairfax","Virginia","Patriots",2011,"george-mason-fy2011.pdf",21421,734134,12939368,0,1619571,978510,1131598,340134,0,0,18962842,1219528,19534088,15537448,0.819363,2598081,0.137009,-571246,-16108694,3425394,692009,12196892,0,1526638,922362,1066666,320617,0,0,17874733,1149549,18413200,14645892,0.819363,2449000,0.137009,-538467,-15184359,3228841,9266
232186,"George Mason University","George Mason University","Atlantic 10 Conference","Fairfax","Virginia","Patriots",2010,"george-mason-fy2010.pdf",21421,724257,12496763,0,1625561,902337,1028977,369527,0,0,18138845,991422,18334938,15024661,0.828314,2527898,0.139364,-196093,-15220755,3114183,668607,11536542,0,1500657,833004,949913,341133,0,0,16745100,915244,16926126,13870203,0.828314,2333661,0.139364,-181026,-14051229,2874897,8684
166629,"University of Massachusetts-Amherst","University of Massachusetts at Amherst","Atlantic 10 Conference","Amherst","Massachusetts","Minutemen and Minutewomen",2014,"university-of-maine-fy2014.pdf",22808,1695134,8081072,0,16088082,2255975,1472273,219454,7919,105365,33875918,4063928,33475242,26425129,0.780056,18344057,0.541507,400676,-26024453,7450789,1695134,8081072,0,16088082,2255975,1472273,219454,7919,105365,33875918,4063928,33475242,26425129,0.780056,18344057,0.541507,400676,-26024453,7450789,13443
166629,"University of Massachusetts-Amherst","University of Massachusetts at Amherst","Atlantic 10 Conference","Amherst","Massachusetts","Minutemen and Minutewomen",2013,"university-of-maine-fy2013.pdf",22808,1429862,8094408,0,14423365,2110970,1394210,335674,5442,93407,30399223,2610734,31077990,24628743,0.810177,16534335,0.543907,-678767,-25307510,5770480,1413936,8004252,0,14262717,2087458,1378681,331935,5381,92367,30060635,2581656,30731842,24354427,0.810177,16350175,0.543907,-671207,-25025634,5706208,13415
166629,"University of Massachusetts-Amherst","University of Massachusetts at Amherst","Atlantic 10 Conference","Amherst","Massachusetts","Minutemen and Minutewomen",2012,"university-of-maine-fy2012.pdf",22808,1197100,8236286,0,14416321,2485184,1487049,327416,1365,75514,30692748,2543392,30386995,25137791,0.819014,16901505,0.550668,305753,-24832038,5554957,1160807,7986581,0,13979253,2409839,1441965,317490,1324,73225,29762217,2466282,29465734,24375673,0.819014,16389092,0.550668,296483,-24079190,5386544,13230
166629,"University of Massachusetts-Amherst","University of Massachusetts at Amherst","Atlantic 10 Conference","Amherst","Massachusetts","Minutemen and Minutewomen",2011,"university-of-maine-fy2011.pdf",22808,1368679,8336606,0,12742418,2306860,1396093,762633,14198,71981,28906993,1993703,28604451,23385885,0.809004,15049278,0.52061,302542,-23083342,5521108,1290143,7858242,0,12011244,2174490,1315984,718872,13383,67851,27248277,1879302,26963095,22043976,0.809004,14185734,0.52061,285182,-21758794,5204301,12797
166629,"University of Massachusetts-Amherst","University of Massachusetts at Amherst","Atlantic 10 Conference","Amherst","Massachusetts","Minutemen and Minutewomen",2010,"university-of-maine-fy2010.pdf",22808,1350191,8292757,0,11649165,1912540,1368463,817123,2885,34666,27251945,1861705,27329861,21854463,0.801941,13561705,0.497642,-77916,-21932379,5397482,1246446,7655562,0,10754072,1765585,1263314,754337,2663,32002,25157972,1718656,25229901,20175219,0.801941,12519657,0.497642,-71929,-20247148,4982753,11917
217484,"University of Rhode Island","University of Rhode Island","Atlantic 10 Conference","Kingston","Rhode Island","Rams",2014,"university-of-rhode-island-fy2014.pdf",13662,890605,0,37945,18759211,1247766,1243153,841991,0,80996,25502270,2481599,24885161,20044922,0.786005,20006977,0.784517,617109,-19427813,5457348,890605,0,37945,18759211,1247766,1243153,841991,0,80996,25502270,2481599,24885161,20044922,0.786005,20006977,0.784517,617109,-19427813,5457348,12506
217484,"University of Rhode Island","University of Rhode Island","Atlantic 10 Conference","Kingston","Rhode Island","Rams",2013,"university-of-rhode-island-fy2013.pdf",13662,770185,0,34593,17134857,1411932,1124466,1226504,0,76093,25170574,3468037,23956387,18581382,0.738218,18546789,0.736844,1214187,-17367196,6589192,761607,0,34208,16944008,1396206,1111942,1212843,0,75245,24890223,3429409,23689560,18374422,0.738218,18340214,0.736844,1200663,-17173759,6515801,12450
217484,"University of Rhode Island","University of Rhode Island","Atlantic 10 Conference","Kingston","Rhode Island","Rams",2012,"university-of-rhode-island-fy2012.pdf",13662,891769,0,14941,18786374,1571497,1165973,1096356,0,18,26523155,2996245,25798390,20372812,0.768114,20357871,0.767551,724765,-19648047,6150343,864733,0,14488,18216816,1523853,1130623,1063117,0,17,25719036,2905406,25016244,19755157,0.768114,19740669,0.767551,702792,-19052365,5963879,12450
217484,"University of Rhode Island","University of Rhode Island","Atlantic 10 Conference","Kingston","Rhode Island","Rams",2011,"university-of-rhode-island-fy2011.pdf",13662,965407,0,12271,17502331,1144579,1101046,1034950,0,91298,25052393,3291809,23537329,18659181,0.744806,18646910,0.744317,1515064,-17144117,6393212,910011,0,11567,16498027,1078902,1037867,975563,0,86059,23614858,3102921,22186730,17588496,0.744806,17576929,0.744317,1428128,-16160368,6026362,11366
217484,"University of Rhode Island","University of Rhode Island","Atlantic 10 Conference","Kingston","Rhode Island","Rams",2010,"university-of-rhode-island-fy2010.pdf",13662,1036912,0,13942,17245188,1120258,918764,903293,0,82085,24334085,3095727,22950156,18379388,0.755294,18365446,0.754721,1383929,-16995460,5954696,957238,0,12871,15920110,1034180,848168,833886,0,75778,22464313,2857860,21186722,16967161,0.755294,16954290,0.754721,1277591,-15689570,5497152,10476
234030,"Virginia Commonwealth University","Virginia Commonwealth University","Atlantic 10 Conference","Richmond","Virginia","Rams",2014,"virginia-commonwealth-fy2014.pdf",24803,2022580,18428036,0,263853,343611,539771,2585672,0,0,27957707,3774184,27511166,19035500,0.680868,607464,0.021728,446541,-18588959,8922207,2022580,18428036,0,263853,343611,539771,2585672,0,0,27957707,3774184,27511166,19035500,0.680868,607464,0.021728,446541,-18588959,8922207,12398
234030,"Virginia Commonwealth University","Virginia Commonwealth University","Atlantic 10 Conference","Richmond","Virginia","Rams",2013,"virginia-commonwealth-fy2013.pdf",24803,1640722,17674556,0,192879,471678,411126,1409900,0,0,26813709,5012848,26130165,18339113,0.683945,664557,0.0247842,683544,-17655568,8474596,1622448,17477696,0,190731,466424,406547,1394196,0,0,26515057,4957015,25839126,18134851,0.683945,657155,0.0247842,675931,-17458920,8380206,12002
234030,"Virginia Commonwealth University","Virginia Commonwealth University","Atlantic 10 Conference","Richmond","Virginia","Rams",2012,"virginia-commonwealth-fy2012.pdf",24803,1060626,17198624,0,212041,327327,422623,940414,0,0,23491347,3329692,24503893,17737992,0.755086,539368,0.0229603,-1012546,-18750538,5753355,1028470,16677203,0,205612,317403,409810,911903,0,0,22779145,3228744,23760993,17200218,0.755086,523015,0.0229603,-981848,-18182066,5578927,9885
234030,"Virginia Commonwealth University","Virginia Commonwealth University","Atlantic 10 Conference","Richmond","Virginia","Rams",2011,"virginia-commonwealth-fy2011.pdf",24803,820152,16528533,0,0,360659,512688,968711,0,4796,21156467,1965724,22759646,16889192,0.798299,360659,0.0170472,-1603179,-18492371,4267275,773091,15580107,0,0,339964,483269,913125,0,4521,19942485,1852929,21453672,15920071,0.798299,339964,0.0170472,-1511187,-17431258,4022414,9517
234030,"Virginia Commonwealth University","Virginia Commonwealth University","Atlantic 10 Conference","Richmond","Virginia","Rams",2010,"virginia-commonwealth-fy2010.pdf",24803,790551,13531918,0,0,324681,601818,676727,0,22748,17618952,1693258,18218794,13856598,0.78646,324681,0.0184279,-599841,-14456440,3762354,729807,12492158,0,0,299733,555576,624729,0,21000,16265155,1563152,16818906,12791891,0.78646,299733,0.0184279,-553751,-13345642,3473264,8817
433660,"Florida Gulf Coast University","Florida Gulf Coast University","Atlantic Sun Conference","Fort Myers","Florida","Eagles",2014,"florida-gulf-coast-fy2014.pdf",10539,1020820,6005242,0,3203334,682975,448194,342064,0,159128,14434002,2731373,12640775,9891551,0.685295,3886309,0.269247,1793227,-8098324,4542451,1020820,6005242,0,3203334,682975,448194,342064,0,159128,14434002,2731373,12640775,9891551,0.685295,3886309,0.269247,1793227,-8098324,4542451,6118
433660,"Florida Gulf Coast University","Florida Gulf Coast University","Atlantic Sun Conference","Fort Myers","Florida","Eagles",2013,"florida-gulf-coast-fy2013.pdf",10539,623648,5532916,0,2771135,611084,219952,792670,0,152296,12255055,1703650,11907984,8915135,0.727466,3382219,0.275986,347072,-8568063,3339920,616702,5471290,0,2740270,604278,217502,783841,0,150600,12118558,1684675,11775352,8815838,0.727466,3344548,0.275986,343206,-8472632,3302720,6118
433660,"Florida Gulf Coast University","Florida Gulf Coast University","Atlantic Sun Conference","Fort Myers","Florida","Eagles",2012,"florida-gulf-coast-fy2012.pdf",10539,390337,5321799,0,2530965,546784,141282,802148,0,164590,11303475,1570160,10859982,8399548,0.743094,3077749,0.272283,443494,-7956055,2903927,378503,5160455,0,2454232,530207,136999,777829,0,159600,10960781,1522556,10530733,8144894,0.743094,2984439,0.272283,430048,-7714846,2815887,6068
