Species,Stage,Run,Mass,Metabolic
bugula,larvae,1,13.310266651216857,0.8476076231860534
bugula,larvae,1,16.379305339103045,0.4358909748336799
bugula,larvae,1,16.76243010624598,0.8376482123683506
bugula,larvae,1,19.17188904941501,0.7272240399725218
bugula,larvae,1,17.01248961094925,0.9679542187405799
bugula,larvae,1,13.743882765596618,0.7489373591759135
bugula,larvae,1,14.861696292598188,0.8667661711842699
bugula,larvae,1,17.84054651000596,1.0460814117324526
bugula,larvae,1,9.747012925896735,0.5949950408545323
bugula,larvae,1,17.93902251726654,0.755029704415481
bugula,larvae,1,21.371129009798793,0.7672989236810187
bugula,larvae,1,13.02835785520897,0.7900146046966835
bugula,larvae,1,15.778019119704872,0.9342264414917756
bugula,larvae,1,19.193262409488682,1.0781635715093532
bugula,larvae,1,17.451659465397686,0.7269108612781436
bugula,larvae,1,11.572034186886803,0.616397084671235
bugula,larvae,1,11.65945407130095,0.7010750570585219
bugula,larvae,1,10.567637029719245,0.6418761026545928
bugula,early,1,13.314605739018887,0.16675255002968542
bugula,early,1,14.755931177996342,0.1444650149969164
bugula,early,1,11.584297653376165,0.17049291493282423
bugula,early,1,14.402103976480037,0.16391810700220596
bugula,early,1,12.691212530959216,0.13436883104723488
bugula,early,1,12.481860399351403,0.1865405298503078
bugula,early,1,18.322467541194236,0.22103604085569223
bugula,early,1,10.577691607110856,0.1708391468711714
bugula,early,1,13.279480758550516,0.13740563611072676
bugula,early,1,10.861870258961334,0.2929664199371642
bugula,early,1,17.13695060752848,0.13459911209406672
bugula,early,1,12.286725875449676,0.13174654504965552
bugula,early,1,15.394640585427293,0.20667850003418436
bugula,early,1,14.855680004228608,0.2057658568349229
bugula,early,1,10.817207584736181,0.18392282417553954
bugula,early,1,10.428838306285057,0.26287803695278006
bugula,early,1,10.861156386119088,0.08045558092795899
bugula,larvae,2,18.54282339343035,1.0841066963613022
bugula,larvae,2,9.926299048508534,0.6114348660327895
bugula,larvae,2,12.981846989061095,0.8267336275519247
bugula,larvae,2,11.84205683193396,0.3914362498328146
bugula,larvae,2,18.024028814063737,0.5547751518930252
bugula,larvae,2,17.955365662705397,1.0350981562334947
bugula,larvae,2,16.54177971204123,0.9757781814646069
bugula,larvae,2,12.28128893815579,0.447552009043771
bugula,larvae,2,14.292155739542691,0.40788789985294205
bugula,larvae,2,20.217248441896754,0.818933348955397
bugula,larvae,2,13.231343276388685,0.3924770874502004
bugula,larvae,2,11.354372031719407,0.29145323959304803
bugula,larvae,2,13.875320005104248,0.31920463949621397
bugula,larvae,2,13.603271531845929,0.6807669055146864
bugula,larvae,2,12.02085232722199,0.7369723599365845
bugula,larvae,2,14.691917230304037,0.9638525928605359
bugula,larvae,2,10.32992979626648,0.39597306388841325
bugula,larvae,2,9.464905996549064,0.5995900813926368
bugula,larvae,2,10.23273567794117,0.6376286461922924
bugula,larvae,2,10.241719518558273,0.3657797737939027
bugula,larvae,2,13.949388505163038,0.7728040439476002
bugula,larvae,2,11.163468878737692,0.8659845223754081
bugula,larvae,2,18.04058058629111,1.0555693953159566
bugula,larvae,2,20.600471711590792,1.214299454727403
bugula,larvae,2,13.747283693328301,1.0271740853126385
bugula,larvae,2,10.649969891897737,0.656952863558611
bugula,larvae,2,12.78230632195194,0.903939815455398
bugula,larvae,2,9.839739229236265,0.6088590826424352
bugula,larvae,2,11.60472603325413,0.8869565494973508
bugula,larvae,2,17.73968308488781,1.0628857241791325
bugula,larvae,2,17.03222172104522,1.0018025988723762
bugula,larvae,2,15.563514369783162,0.9235796453674441
bugula,early,2,12.754510157559903,0.19497681419537785
bugula,early,2,12.528859845064735,0.16886380811675364
bugula,early,2,9.393531866396103,0.20492790111278852
bugula,early,2,12.380717098289665,0.1413650649316548
bugula,early,2,11.611850239298478,0.12410958488128371
bugula,early,2,13.600308164360541,0.12378480390220596
bugula,early,2,12.457785274660072,0.20874478910488642
bugula,early,2,14.985444618483353,0.4304704070722986
bugula,early,2,14.143993822906275,0.15816869412179116
bugula,early,2,12.417389300426507,0.12255214612763608
bugula,early,2,14.735550665017975,0.14527734187266222
bugula,early,2,11.606480471085174,0.12517890290986705
bugula,early,2,13.895470930218371,0.15381166804884522
bugula,larvae,3,18.60293026191283,0.8795502087153519
bugula,larvae,3,18.10349577538254,0.6766717644305017
bugula,larvae,3,18.291186714653236,0.6342284710885752
bugula,larvae,3,14.876279828202332,0.8552987789148793
bugula,larvae,3,12.171403635474585,0.47768700291621385
bugula,larvae,3,16.687629232914666,0.5786718443488873
bugula,larvae,3,16.596237723146892,0.7443305630879902
bugula,larvae,3,14.106221727995063,0.5581876340406698
bugula,larvae,3,14.172802754164225,0.4563464663653457
bugula,larvae,3,19.80199588837255,0.6484122050951142
bugula,larvae,3,10.127863583134372,0.6311803603307014
bugula,larvae,3,17.48039358922518,1.0262590123269004
bugula,larvae,3,10.376459109766673,0.6327668997603005
bugula,larvae,3,12.308362715478474,0.737106345651733
bugula,larvae,3,16.919519956467244,0.7584996539765589
bugula,larvae,3,14.59653842894458,0.5944019219356611
bugula,larvae,3,15.998285249716107,0.7321506545904908
bugula,larvae,3,14.571496858281874,0.8671231201605896
bugula,larvae,3,12.313188697188398,0.29372235795853896
bugula,larvae,3,12.376063129354394,0.909317692097644
bugula,early,3,17.974907741956123,0.22577250416255962
bugula,early,3,17.368663570431337,0.11815205890418401
bugula,early,3,15.888467282023502,0.28811814567535526
bugula,early,3,18.041309461362133,0.15337233694475202
bugula,early,3,21.553000947021246,0.18831580799827752
bugula,early,3,12.403551408730651,0.15918012705025913
bugula,early,3,13.896773208260969,0.11676049191128479
bugula,early,3,11.535749427541127,0.17119677807825437
bugula,early,3,23.2897620286257,0.1660597260007149
bugula,early,3,12.625151491476162,0.10380770698731089
bugula,early,3,17.760269801976857,0.1438188990975347
bugula,early,3,19.07968784011878,0.1836486829002078
bugula,early,3,16.73639826774818,0.11369844000286465
bugula,early,3,14.135074440955373,0.06675357002294692
bugula,early,3,10.294500380535059,0.13134402802871695
bugula,early,3,18.785412587742695,0.19623693497269654
bugula,early,3,15.711089332291914,0.16450566305787837
bugula,larvae,4,20.05743576381366,1.0632734728818107
bugula,larvae,4,16.78911902449651,0.9398073884982825
bugula,larvae,4,17.977381014350986,0.5274055127738702
bugula,larvae,4,15.692093240865198,0.709280491659684
bugula,larvae,4,17.189108344883444,0.4367400997951748
bugula,larvae,4,11.520910212742333,0.45355792212132323
bugula,larvae,4,16.98579576970308,1.3869350800459894
bugula,larvae,4,15.637108010997869,0.8196090081602341
bugula,larvae,4,13.209886921248692,0.9011599204265102
bugula,larvae,4,17.319642644781396,1.1622028791738779
bugula,larvae,4,14.079724662537563,0.9699009171376937
bugula,larvae,4,17.708719951765385,0.7820958960712233
bugula,larvae,4,15.882022319025857,0.821883542184132
bugula,larvae,4,18.48425797044325,0.5404832171809107
bugula,larvae,4,15.536372595466661,0.35794510689956804
bugula,larvae,4,17.449689438833275,0.707444679950866
bugula,larvae,4,15.536372595466661,0.9234431731865014
bugula,larvae,4,16.422677102273067,0.9668233486191394
bugula,larvae,4,17.449689438833275,1.0232893448599487
bugula,larvae,4,14.684673437988007,0.36232953279570573
bugula,larvae,4,18.854851054110057,0.6758211437580594
bugula,larvae,4,11.816279115185486,0.6741482306172705
bugula,early,4,19.38739380643648,0.15612955000772824
bugula,early,4,19.37912129489087,0.21889405217120217
bugula,early,4,16.221156038994074,0.19431195486863498
bugula,early,4,19.530234324457123,0.2565608247370779
bugula,early,4,17.7279579532414,0.14623880616562437
bugula,early,4,14.915199235771194,0.10643998409890543
bugula,early,4,13.532100888250298,0.14046916602713655
bugula,early,4,19.773620781481824,0.18461317907591707
bugula,early,4,15.60986086165598,0.16768808688924514
bugula,early,4,17.98118850641322,0.14583448489567044
bugula,early,4,10.938771564229878,0.13169561296030097
bugula,early,4,9.975971046292674,0.17173613710475064
bugula,early,4,17.495286426932317,0.18258635297392808
bugula,early,4,9.865120694897454,0.11219652397458875
bugula,early,4,20.23348105093505,0.09874580690144781
bugula,early,4,15.278814635058545,0.1804694550791468
bugula,early,4,13.833188119121404,0.13080444908254277
bugula,early,4,18.25985485219665,0.1857608830921081
bugula,early,4,14.325109949758609,0.12293735499160435
bugula,larvae,5,18.889694665124132,0.8000069391153711
bugula,larvae,5,17.411323631319366,1.2694757727019248
bugula,larvae,5,17.550979501849444,0.5700633872369761
bugula,larvae,5,12.014384812823558,0.7352774264144677
bugula,larvae,5,17.623469408763064,0.669107087257845
bugula,larvae,5,16.49144558060148,1.249392739974123
bugula,larvae,5,14.462561675175568,0.7391800210008422
bugula,larvae,5,15.999767398010523,0.7633668406266861
bugula,larvae,5,18.595600739237454,0.9855307399028186
bugula,larvae,5,11.923133646716273,0.6146675795531347
bugula,larvae,5,18.72567717464425,0.6124281984441219
bugula,larvae,5,17.303708367541812,0.7282674574710887
bugula,larvae,5,12.252083558278846,0.8545602781831031
bugula,early,5,11.994294140606371,0.24013222282105362
bugula,early,5,20.49023965671343,0.22401306798710435
bugula,early,5,8.52824236269099,0.14601110309022408
bugula,early,5,14.057160581190569,0.08949001502541994
bugula,early,5,12.690167457039099,0.192978669138304
bugula,early,5,11.698879885048182,0.22876815413674198
bugula,early,5,14.870391618003861,0.31695019112998113
bugula,early,5,10.191672181721502,0.2648677351753392
bugula,early,5,9.69740491615043,0.08940782807892
bugula,early,5,11.450240377119698,0.35963280718611185
bugula,early,5,13.311292480027502,0.19755759883651783
bugula,early,5,16.86682251534204,0.14713015008902613
bugula,early,5,10.29885792501729,0.07816774508697687
bugula,early,5,11.904757356112327,0.20984637578562823
bugula,early,5,19.297609859179197,0.2239777069029293
bugula,early,5,10.88042653678187,0.21206583115913194
bugula,early,5,9.621369241785024,0.09428563210707237
bugula,early,5,18.185768067308224,0.26855767103415074
bugula,early,5,14.76778459339688,0.14756771413887662
bugula,larvae,6,19.594381750360657,0.7761958224472678
bugula,larvae,6,16.29964512234631,0.9640965261362022
bugula,larvae,6,21.070837267077884,0.8834490010401985
bugula,larvae,6,16.984556809914576,0.9986886656610597
bugula,larvae,6,21.366368584502776,1.2013078748953583
bugula,larvae,6,13.367179500726081,0.4491130824104922
bugula,larvae,6,21.739626080962992,1.2458585041216075
bugula,larvae,6,12.248135774216946,0.7369722411506842
bugula,larvae,6,18.17152805774401,1.060958630561069
bugula,larvae,6,15.727065806425035,0.9335860377652813
bugula,larvae,6,12.955558718157599,0.7840636969711979
bugula,early,6,15.56320994325456,0.15217706509843293
bugula,early,6,13.49110887144019,0.1320670369077395
bugula,early,6,19.126819348270104,0.14985400313793218
bugula,early,6,12.763500008450391,0.05814786493574206
bugula,early,6,14.57807871863414,0.167647177860967
bugula,early,6,9.159291164178526,0.17766146418645828
bugula,early,6,16.412919937254408,0.19104185481002986
bugula,early,6,12.431585693522068,0.20186984194992982
bugula,early,6,18.190036227056886,0.22171083521044171
bugula,early,6,20.717756671170953,0.29190423576794583
bugula,early,6,14.628678993092414,0.07273331599423524
bugula,early,6,13.267360716134712,0.06801964703845792
bugula,early,6,15.82919444578765,0.25085499784250287
bugula,early,6,15.12410601630967,0.17732993096638028
bugula,early,6,17.8268273733528,0.18858166898059933
bugula,early,6,14.19528574136866,0.12260595909927553
bugula,early,6,17.263100545326473,0.1450579808635118
bugula,larvae,7,18.053650013083853,0.4447328995549222
bugula,larvae,7,14.52277292910811,0.44101580614763497
bugula,larvae,7,12.523938577703962,0.41609516275103237
bugula,larvae,7,13.245957644327678,0.45144058599421666
bugula,larvae,7,12.622088560655833,0.7665052521180276
bugula,larvae,7,16.528298478056804,0.4484708234174397
bugula,larvae,7,21.678359795887374,0.5998624086187354
bugula,larvae,7,16.678321220897793,0.879831217054939
bugula,larvae,7,17.287065638369977,1.0151959347463437
bugula,larvae,7,17.92308481712511,0.8834906037813768
bugula,larvae,7,18.849356527184085,0.5553840203974008
bugula,larvae,7,14.483775680480734,0.7109108507706312
bugula,larvae,7,18.04314590347053,0.6820834500250468
bugula,early,7,17.73760323012375,0.16479406398288188
bugula,early,7,12.699412643373506,0.12657873088553798
bugula,early,7,16.013963599489497,0.1941846810246441
bugula,early,7,11.679507260987451,0.18059158304905507
bugula,early,7,13.253236991571244,0.2950271058756842
bugula,early,7,10.911512838723795,0.21223434191175045
bugula,early,7,18.05286327516885,0.33893887061418876
bugula,early,7,20.04082016776996,0.2703606961282518
bugula,early,7,22.512029230707725,0.34391805420848076
bugula,early,7,17.88286948754175,0.2511444302232932
bugula,early,7,14.024105784431503,0.13839949390213885
bugula,early,7,24.47557176554353,0.3233462369014342
bugula,early,7,14.754729196177962,0.2717169287110394
bugula,early,7,12.055630789596837,0.21076760423876154
bugula,early,7,10.392645871694794,0.06711840092297314
bugula,early,7,8.104169336054156,0.02446939901971125
bugula,early,7,11.309537891879364,0.22756250299821518
bugula,larvae,8,19.15240152385383,0.8976609666628844
bugula,larvae,8,19.80210349470701,0.676507327558278
bugula,larvae,8,14.623794582991614,0.7218045576941863
bugula,larvae,8,19.30152301485292,0.9442517622046422
bugula,larvae,8,21.422868945300067,0.6538285326720569
bugula,larvae,8,19.670148108556504,0.6848456554314175
bugula,larvae,8,19.753686907719562,0.4677698392049632
bugula,larvae,8,19.821363406884686,0.539917757084913
bugula,larvae,8,16.310232278823747,1.0026552934886324
bugula,larvae,8,15.971413620835657,0.575858662225355
bugula,larvae,8,19.3082134390203,0.42636608329818204
bugula,larvae,8,16.750200002018712,0.6111147977395294
bugula,early,8,15.931267137844824,0.16667781707142193
bugula,early,8,16.61657660259088,0.17715993488983708
bugula,early,8,13.209584215840614,0.10116275706754273
bugula,early,8,18.291390183078875,0.1634061659029595
bugula,early,8,16.81234788699454,0.18733741186583752
bugula,early,8,15.53407032724013,0.29511374680052815
bugula,early,8,13.263529724196827,0.16507227283140938
bugula,early,8,23.271810723057246,0.17461215488851772
bugula,early,8,19.761702910547818,0.32989615287820456
bugula,early,8,16.04349465766633,0.03091643298730056
bugula,early,8,16.740710456240922,0.11032727104542754
bugula,early,8,16.71139524772462,0.22144846078806915
bugula,early,8,18.82755218393341,0.20895952000954132
bugula,early,8,16.942686542075112,0.14085560489001733
bugula,early,8,14.747412293757575,0.25491869585770394
bugula,early,8,21.383088627548105,0.28810169673162705
bugula,early,9,11.97490153320383,0.20316649112872814
bugula,early,9,10.83141647349721,0.20974029523929388
bugula,early,9,12.906068831935618,0.20498440611354618
bugula,early,9,12.71539031689829,0.1945958508254272
bugula,early,9,7.774958435666911,0.15949804786829552
bugula,early,9,13.387313972174725,0.1600801671119617
bugula,early,9,12.389604782931814,0.12008712402495987
bugula,early,9,8.798280890921374,0.13087044495456704
bugula,early,9,9.36008130088258,0.1192303829925203
bugula,early,9,10.662011312992167,0.17055085502362263
bugula,early,9,11.202823326257473,0.1243581059926682
bugula,early,9,10.708603313950423,0.1922261700211648
bugula,early,9,11.26036916878358,0.1457681671116759
bugula,early,9,13.560898675133469,0.23843756278899572
bugula,early,9,16.33621046712234,0.1921745040734079
bugula,early,9,9.144440406500776,0.07778499802132811
bugula,early,9,8.693822078745328,0.12925547202681756
bugula,early,9,14.310455054549445,0.17227562810611324
bugula,early,9,11.532727700178656,0.13403727192162868
bugula,early,9,14.911448468299634,0.128484661889702
bugula,early,10,12.776950962815704,0.31189809270401764
bugula,early,10,8.943253043403827,0.0743609889575122
bugula,early,10,14.752729552955897,0.22723505721736395
bugula,early,10,18.536956167397218,0.18636945405291308
bugula,early,10,17.22598286977139,0.1721779830333358
bugula,early,10,16.413557427532545,0.14145716989778617
bugula,early,10,19.490361844423216,0.24928693273276323
bugula,early,10,13.411821509170899,0.26645472013994936
bugula,early,10,14.346841256668904,0.18143334687002363
bugula,early,10,11.830318036525739,0.26542725824143193
bugula,early,10,6.865996852481809,0.061000970990231274
bugula,early,10,12.205422740350652,0.2655145371096212
bugula,early,10,19.062177753678785,0.210183069908335
