no_id,gen_id,vial_id,genvial_id,diet_group,lineage,F2_diet,F1_diet,F0_diet,sex,mass_mg,dev_L1-LP,dev_LP-A,dev_L1-A,ovar_no,wing_length
1144,F1,6,F1-6,PR,P,rich,poor,,f,1.6,4.5,4,8.5,42,2.054
748,F1,6,F1-6,RR,R,rich,rich,,f,2.2,3.5,4,7.5,,2.055
1215,F1,7,F1-7,PS,P,std,poor,,f,1.3,5.5,3,8.5,,2.056
726,F1,3,F1-3,RR,R,rich,rich,,f,1.6,3.5,5,8.5,39,2.057
715,F1,2,F1-2,RR,R,rich,rich,,f,1.5,3.5,5,8.5,45,2.057
914,F1,6,F1-6,RS,R,std,rich,,f,1.9,5.5,4,9.5,34,2.059
1070,F1,8,F1-8,SS,S,std,std,,f,1.4,5.5,5,10.5,35,2.059
1075,F1,3,F1-3,PR,P,rich,poor,,f,1.4,3.5,5,8.5,41,2.059
702,F1,1,F1-1,RR,R,rich,rich,,f,1.5,3.5,5,8.5,42,2.059
1203,F1,6,F1-6,PS,P,std,poor,,f,1.8,5.5,4,9.5,,2.059
1169,F1,6,F1-6,PS,P,std,poor,,f,1.6,4.5,4,8.5,,2.06
1242,F1,8,F1-8,PS,P,std,poor,,f,1.2,5.5,4,9.5,,2.06
831,F1,8,F1-8,RR,R,rich,rich,,f,1.6,3.5,5,8.5,,2.06
1194,F1,10,F1-10,PR,P,rich,poor,,f,1.9,4.5,4,8.5,36,2.062
1052,F1,8,F1-8,SS,S,std,std,,f,2.2,5.5,4,9.5,,2.063
1244,F1,8,F1-8,PS,P,std,poor,,f,1.4,5.5,5,10.5,,2.065
912,F1,6,F1-6,RS,R,std,rich,,f,1.8,5.5,4,9.5,34,2.067
1141,F1,5,F1-5,PR,P,rich,poor,,f,1.5,4.5,4,8.5,39,2.069
1145,F1,6,F1-6,PR,P,rich,poor,,f,1.6,4.5,4,8.5,31,2.07
1247,F1,9,F1-9,PS,P,std,poor,,f,1.2,5.5,5,10.5,,2.071
1248,F1,9,F1-9,PS,P,std,poor,,f,1.2,5.5,4,9.5,,2.071
1117,F1,6,F1-6,PR,P,rich,poor,,f,1.3,3.5,4,7.5,38,2.072
988,F1,9,F1-9,RR,R,rich,rich,,f,1.7,3.5,5,8.5,38,2.072
754,F1,5,F1-5,RR,R,rich,rich,,f,1.6,4.5,4,8.5,39,2.072
1140,F1,5,F1-5,PR,P,rich,poor,,f,1.6,4.5,4,8.5,,2.073
1223,F1,10,F1-10,PS,P,std,poor,,f,1.2,5.5,3,8.5,,2.074
1180,F1,7,F1-7,PR,P,rich,poor,,f,1.6,4.5,4,8.5,37,2.075
755,F1,5,F1-5,RR,R,rich,rich,,f,1.6,4.5,4,8.5,39,2.076
1183,F1,7,F1-7,PR,P,rich,poor,,f,2.1,4.5,4,8.5,,2.076
1061,F1,2,F1-2,PR,P,rich,poor,,f,2.1,5.5,4,9.5,,2.078
1243,F1,8,F1-8,PS,P,std,poor,,f,1.3,5.5,5,10.5,,2.078
1142,F1,5,F1-5,PR,P,rich,poor,,f,1.9,4.5,4,8.5,41,2.079
1186,F1,8,F1-8,PR,P,rich,poor,,f,2,4.5,4,8.5,,2.079
882,F1,8,F1-8,RR,R,rich,rich,,f,1.7,4.5,4,8.5,,2.079
735,F1,4,F1-4,RR,R,rich,rich,,f,1.9,3.5,4,7.5,33,2.08
1182,F1,7,F1-7,PR,P,rich,poor,,f,2.4,4.5,4,8.5,34,2.082
1225,F1,10,F1-10,PS,P,std,poor,,f,1.7,5.5,3,8.5,31,2.086
1212,F1,7,F1-7,PS,P,std,poor,,f,1.5,5.5,3,8.5,,2.086
979,F1,1,F1-1,PR,P,rich,poor,,f,1.8,4.5,4,8.5,34,2.087
1059,F1,2,F1-2,PR,P,rich,poor,,f,2.1,5.5,4,9.5,,2.087
1211,F1,6,F1-6,PP,P,poor,poor,,f,1.9,5.5,4,9.5,36,2.093
762,F1,6,F1-6,RR,R,rich,rich,,f,1.7,4.5,4,8.5,38,2.094
987,F1,9,F1-9,RR,R,rich,rich,,f,1.6,3.5,5,8.5,,2.096
947,F1,4,F1-4,SS,S,std,std,,f,1.7,5.5,4,9.5,37,2.101
1019,F1,9,F1-9,RR,R,rich,rich,,f,1.5,4.5,4,8.5,29,2.109
1193,F1,10,F1-10,PR,P,rich,poor,,f,2,4.5,4,8.5,44,2.11
1189,F1,9,F1-9,PR,P,rich,poor,,f,1.9,4.5,4,8.5,40,2.113
1191,F1,9,F1-9,PR,P,rich,poor,,f,2,4.5,4,8.5,42,2.116
1245,F1,9,F1-9,PS,P,std,poor,,f,1.2,5.5,5,10.5,37,2.117
1195,F1,10,F1-10,PR,P,rich,poor,,f,2,4.5,4,8.5,40,2.126
980,F1,1,F1-1,PR,P,rich,poor,,f,2,4.5,4,8.5,35,2.138
1095,F1,3,F1-3,PR,P,rich,poor,,f,2.5,4.5,5,9.5,,2.167
1098,F1,6,F1-6,PR,P,rich,poor,,f,0.7,8.5,4,12.5,14,
837,F1,1,F1-1,RS,R,std,rich,,f,1.4,5.5,5,10.5,34,
861,F1,1,F1-1,SS,S,std,std,,f,1,5.5,4,9.5,35,
1224,F1,10,F1-10,PS,P,std,poor,,f,1.3,5.5,3,8.5,36,
734,F1,4,F1-4,RR,R,rich,rich,,f,1.9,3.5,5,8.5,40,
733,F1,4,F1-4,RR,R,rich,rich,,f,1.6,3.5,4,7.5,42,
1208,F1,2,F1-2,PP,P,poor,poor,,f,1.8,6.5,4,10.5,,
1230,F1,2,F1-2,PP,P,poor,poor,,f,1,7.5,4,11.5,,
1277,F1,6,F1-6,PP,P,poor,poor,,f,1.1,7.5,4,11.5,,
1057,F1,2,F1-2,PR,P,rich,poor,,f,2.2,5.5,4,9.5,,
1099,F1,6,F1-6,PR,P,rich,poor,,f,0.6,8.5,4,12.5,,
1100,F1,6,F1-6,PR,P,rich,poor,,f,1.2,8.5,4,12.5,,
1101,F1,6,F1-6,PR,P,rich,poor,,f,0.8,8.5,4,12.5,,
1146,F1,6,F1-6,PR,P,rich,poor,,f,1.2,4.5,4,8.5,,
1181,F1,7,F1-7,PR,P,rich,poor,,f,1.7,4.5,4,8.5,,
1078,F1,1,F1-1,PS,P,std,poor,,f,1.2,5.5,5,10.5,,
1158,F1,3,F1-3,PS,P,std,poor,,f,1,5.5,4,9.5,,
1270,F1,9,F1-9,PS,P,std,poor,,f,1.5,6.5,4,10.5,,
825,F1,1,F1-1,RP,R,poor,rich,,f,1.3,5.5,4,9.5,,
937,F1,4,F1-4,RP,R,poor,rich,,f,1.1,5.5,5,10.5,,
843,F1,2,F1-2,RS,R,std,rich,,f,0.5,5.5,5,10.5,,
844,F1,2,F1-2,RS,R,std,rich,,f,0.4,5.5,4,9.5,,
845,F1,2,F1-2,RS,R,std,rich,,f,0.6,5.5,5,10.5,,
959,F1,5,F1-5,SS,S,std,std,,f,1.6,5.5,4,9.5,,
1054,F1,8,F1-8,SS,S,std,std,,f,2.4,5.5,4,9.5,,
1069,F1,8,F1-8,SS,S,std,std,,f,1.4,5.5,5,10.5,,
1108,F1,9,F1-9,SS,S,std,std,,f,0.9,6.5,4,10.5,,
2170,F2,6,F2-6,PPP,P,poor,poor,poor,f,1.3,6.5,5,11.5,,1.495
1977,F2,1,F2-1,PRP,P,poor,rich,poor,f,0.8,7.5,5,12.5,,1.575
1714,F2,2,F2-2,RPP,R,poor,poor,rich,f,0.8,6.5,5,11.5,13,1.578
1456,F2,2b,F2-2b,RRP,R,poor,rich,rich,f,1.5,5.5,4,9.5,,1.678
1989,F2,7,F2-7,PRP,P,poor,rich,poor,f,1.1,5.5,6,11.5,27,1.691
1546,F2,2,F2-2,RRP,R,poor,rich,rich,f,0.8,5.5,5,10.5,25,1.702
2193,F2,8,F2-8,PSP,P,poor,std,poor,f,1.4,7.5,4,11.5,,1.713
2203,F2,7,F2-7,PPP,P,poor,poor,poor,f,1,7.5,4,11.5,,1.721
1451,F2,1,F2-1,RRP,R,poor,rich,rich,f,1.3,5.5,4,9.5,,1.728
2009,F2,2,F2-2,PSP,P,poor,std,poor,f,1.1,6.5,6,12.5,,1.731
1982,F2,4,F2-4,PRP,P,poor,rich,poor,f,1.2,6.5,5,11.5,,1.734
2147,F2,6,F2-6,PSP,P,poor,std,poor,f,0.8,7.5,4,11.5,,1.735
1720,F2,3,F2-3,RPP,R,poor,poor,rich,f,1,6.5,4,10.5,27,1.74
1594,F2,5,F2-5,RRP,R,poor,rich,rich,f,0.9,5.5,4,9.5,31,1.744
2160,F2,3,F2-3,PPP,P,poor,poor,poor,f,0.8,7.5,4,11.5,,1.748
1550,F2,2b,F2-2b,RRP,R,poor,rich,rich,f,1,5.5,5,10.5,,1.748
2157,F2,3,F2-3,PPP,P,poor,poor,poor,f,1.2,7.5,4,11.5,,1.757
2015,F2,3,F2-3,PSP,P,poor,std,poor,f,1.4,6.5,6,12.5,30,1.758
1589,F2,4,F2-4,RRP,R,poor,rich,rich,f,0.9,5.5,4,9.5,30,1.765
2202,F2,7,F2-7,PPP,P,poor,poor,poor,f,1.1,7.5,4,11.5,,1.77
1803,F2,5,F2-5,RPP,R,poor,poor,rich,f,0.9,6.5,3,9.5,27,1.771
2190,F2,6,F2-6,PSP,P,poor,std,poor,f,1.2,8.5,4,12.5,23,1.774
2152,F2,8,F2-8,PSP,P,poor,std,poor,f,0.9,6.5,5,11.5,,1.775
1898,F2,1,F2-1,PRP,P,poor,rich,poor,f,1.1,6.5,5,11.5,,1.777
1453,F2,2,F2-2,RRP,R,poor,rich,rich,f,1.2,5.5,4,9.5,,1.778
1902,F2,1,F2-1,PRP,P,poor,rich,poor,f,0.9,6.5,4,10.5,,1.784
2140,F2,9,F2-9,PRP,P,poor,rich,poor,f,1.1,6.5,4,10.5,,1.787
1585,F2,2,F2-2,RRP,R,poor,rich,rich,f,0.9,6.5,4,10.5,,1.791
1584,F2,2,F2-2,RRP,R,poor,rich,rich,f,0.6,6.5,4,10.5,,1.794
2200,F2,6,F2-6,PPP,P,poor,poor,poor,f,1.3,7.5,3,10.5,,1.795
1661,F2,6,F2-6,RRP,R,poor,rich,rich,f,1,5.5,4,9.5,30,1.796
1543,F2,1,F2-1,RRP,R,poor,rich,rich,f,0.8,5.5,5,10.5,28,1.801
1925,F2,1,F2-1,PSP,P,poor,std,poor,f,1,6.5,5,11.5,22,1.803
2161,F2,4,F2-4,PPP,P,poor,poor,poor,f,1,7.5,4,11.5,30,1.805
1541,F2,1,F2-1,RRP,R,poor,rich,rich,f,1,5.5,5,10.5,,1.807
2159,F2,3,F2-3,PPP,P,poor,poor,poor,f,1,7.5,4,11.5,,1.81
1582,F2,1,F2-1,RRP,R,poor,rich,rich,f,0.9,6.5,4,10.5,,1.817
1663,F2,6,F2-6,RRP,R,poor,rich,rich,f,1.1,5.5,4,9.5,,1.817
2194,F2,3,F2-3,PPP,P,poor,poor,poor,f,0.9,8.5,4,12.5,29,1.822
2153,F2,1,F2-1,PPP,P,poor,poor,poor,f,1,7.5,4,11.5,,1.824
1773,F2,6,F2-6,RPP,R,poor,poor,rich,f,1.3,4.5,4,8.5,28,1.826
2141,F2,5,F2-5,PSP,P,poor,std,poor,f,1.1,7.5,4,11.5,,1.83
1625,F2,2,F2-2,RPP,R,poor,poor,rich,f,1.2,5.5,4,9.5,,1.83
1727,F2,4,F2-4,RPP,R,poor,poor,rich,f,1.2,5.6,4,9.6,,1.831
2135,F2,8,F2-8,PRP,P,poor,rich,poor,f,1,6.5,4,10.5,29,1.832
1858,F2,1,F2-1,PSP,P,poor,std,poor,f,1.2,5.5,5,10.5,,1.832
2185,F2,9,F2-9,PRP,P,poor,rich,poor,f,1.2,7.5,4,11.5,25,1.834
1624,F2,2,F2-2,RPP,R,poor,poor,rich,f,1.1,5.5,4,9.5,,1.834
1454,F2,2,F2-2,RRP,R,poor,rich,rich,f,1.2,5.5,4,9.5,,1.834
2145,F2,6,F2-6,PSP,P,poor,std,poor,f,1.3,7.5,5,12.5,29,1.836
1784,F2,8,F2-8,RRP,R,poor,rich,rich,f,1.1,4.5,4,8.5,30,1.837
1721,F2,3,F2-3,RPP,R,poor,poor,rich,f,1,6.5,3,9.5,,1.837
2080,F2,6,F2-6,PRP,P,poor,rich,poor,f,1.3,6.5,5,11.5,,1.839
1621,F2,1,F2-1,RPP,R,poor,poor,rich,f,1.2,5.5,4,9.5,30,1.84
1978,F2,3,F2-3,PRP,P,poor,rich,poor,f,1.1,6.5,4,10.5,,1.84
2149,F2,8,F2-8,PSP,P,poor,std,poor,f,1,6.5,4,10.5,,1.84
2196,F2,4,F2-4,PPP,P,poor,poor,poor,f,1.2,8.5,4,12.5,28,1.841
2158,F2,3,F2-3,PPP,P,poor,poor,poor,f,1,7.5,4,11.5,,1.842
2142,F2,5,F2-5,PSP,P,poor,std,poor,f,1.3,7.5,4,11.5,,1.843
1660,F2,6,F2-6,RRP,R,poor,rich,rich,f,0.9,5.5,4,9.5,,1.845
1822,F2,9,F2-9,RPP,R,poor,poor,rich,f,1,5.5,4,9.5,32,1.846
2169,F2,6,F2-6,PPP,P,poor,poor,poor,f,1,6.5,5,11.5,,1.847
1547,F2,2,F2-2,RRP,R,poor,rich,rich,f,1,5.5,5,10.5,,1.847
2148,F2,8,F2-8,PSP,P,poor,std,poor,f,1,6.5,4,10.5,29,1.849
1984,F2,4,F2-4,PRP,P,poor,rich,poor,f,1.1,6.5,4,10.5,,1.851
2072,F2,2,F2-2,PPP,P,poor,poor,poor,f,1.2,5.5,6,11.5,,1.852
2164,F2,4,F2-4,PPP,P,poor,poor,poor,f,1.5,7.5,4,11.5,27,1.854
2124,F2,2,F2-2,PSP,P,poor,std,poor,f,1.2,7.5,5,12.5,,1.854
2127,F2,5,F2-5,PSP,P,poor,std,poor,f,1.3,6.5,4,10.5,22,1.857
2122,F2,2,F2-2,PSP,P,poor,std,poor,f,1.2,7.5,5,12.5,,1.858
2150,F2,8,F2-8,PSP,P,poor,std,poor,f,0.9,6.5,4,10.5,,1.858
1588,F2,4,F2-4,RRP,R,poor,rich,rich,f,0.9,5.5,4,9.5,47,1.861
2144,F2,5,F2-5,PSP,P,poor,std,poor,f,0.9,7.5,4,11.5,,1.862
1593,F2,5,F2-5,RRP,R,poor,rich,rich,f,1.2,5.5,4,9.5,33,1.863
1980,F2,3,F2-3,PRP,P,poor,rich,poor,f,1.2,6.5,6,12.5,,1.863
2075,F2,5,F2-5,PRP,P,poor,rich,poor,f,1.4,6.5,5,11.5,,1.863
2156,F2,3,F2-3,PPP,P,poor,poor,poor,f,1.1,7.5,4,11.5,,1.865
2078,F2,5,F2-5,PRP,P,poor,rich,poor,f,1.2,6.5,5,11.5,29,1.866
1879,F2,9,F2-9,RPP,R,poor,poor,rich,f,1.2,6.5,4,10.5,,1.867
2163,F2,4,F2-4,PPP,P,poor,poor,poor,f,1.6,7.5,4,11.5,,1.868
2172,F2,6,F2-6,PPP,P,poor,poor,poor,f,1.4,6.5,4,10.5,,1.869
2130,F2,7,F2-7,PSP,P,poor,std,poor,f,1.4,6.5,5,11.5,,1.869
2131,F2,6,F2-6,PRP,P,poor,rich,poor,f,1,7.5,4,11.5,,1.87
1816,F2,8,F2-8,RPP,R,poor,poor,rich,f,1.1,5.5,4,9.5,,1.87
1901,F2,1,F2-1,PRP,P,poor,rich,poor,f,1.1,6.5,4,10.5,,1.871
2125,F2,5,F2-5,PSP,P,poor,std,poor,f,1.4,6.5,5,11.5,,1.871
2181,F2,8,F2-8,PPP,P,poor,poor,poor,f,1.3,6.5,4,10.5,30,1.873
2012,F2,2,F2-2,PSP,P,poor,std,poor,f,1.3,6.5,6,12.5,,1.873
2173,F2,6,F2-6,PPP,P,poor,poor,poor,f,1.4,6.5,4,10.5,23,1.874
2128,F2,6,F2-6,PSP,P,poor,std,poor,f,1.4,6.5,5,11.5,,1.875
2146,F2,6,F2-6,PSP,P,poor,std,poor,f,1,7.5,4,11.5,,1.876
1658,F2,5,F2-5,RRP,R,poor,rich,rich,f,1,6.5,4,10.5,30,1.879
1844,F2,1,F2-1,PRP,P,poor,rich,poor,f,1.2,5.5,5,10.5,30,1.88
1847,F2,2,F2-2,PRP,P,poor,rich,poor,f,1.2,5.5,5,10.5,,1.881
1711,F2,1,F2-1,RPP,R,poor,poor,rich,f,1.3,6.5,4,10.5,,1.882
1544,F2,2,F2-2,RRP,R,poor,rich,rich,f,0.9,5.5,5,10.5,,1.882
2011,F2,2,F2-2,PSP,P,poor,std,poor,f,1.3,6.5,5,11.5,,1.883
2167,F2,5,F2-5,PPP,P,poor,poor,poor,f,1.3,6.5,5,11.5,,1.885
1657,F2,5,F2-5,RRP,R,poor,rich,rich,f,1,6.5,4,10.5,,1.885
1713,F2,2,F2-2,RPP,R,poor,poor,rich,f,1.2,6.5,4,10.5,,1.887
2021,F2,4,F2-4,PSP,P,poor,std,poor,f,1.2,6.5,4,10.5,32,1.889
1659,F2,5,F2-5,RRP,R,poor,rich,rich,f,1.2,6.5,3,9.5,32,1.889
2115,F2,2,F2-2,PPP,P,poor,poor,poor,f,1.4,6.5,5,11.5,,1.889
1447,F2,2,F2-2,RRS,R,std,rich,rich,f,1.4,5.5,4,9.5,,1.889
1656,F2,4,F2-4,RRP,R,poor,rich,rich,f,0.9,6.5,4,10.5,30,1.89
2082,F2,7,F2-7,PRP,P,poor,rich,poor,f,1.3,6.5,4,10.5,,1.89
1819,F2,9,F2-9,RPP,R,poor,poor,rich,f,1.1,5.5,5,10.5,30,1.892
1654,F2,4,F2-4,RRP,R,poor,rich,rich,f,1.2,6.5,4,10.5,30,1.892
1620,F2,1,F2-1,RPP,R,poor,poor,rich,f,1.3,5.5,5,10.5,32,1.893
2151,F2,8,F2-8,PSP,P,poor,std,poor,f,1.1,6.5,4,10.5,,1.893
1987,F2,6,F2-6,PRP,P,poor,rich,poor,f,1.3,5.5,5,10.5,32,1.894
1957,F2,9,F2-9,RPP,R,poor,poor,rich,f,1.3,7.5,3,10.5,,1.894
1786,F2,9,F2-9,RRP,R,poor,rich,rich,f,1.1,4.5,4,8.5,38,1.895
2117,F2,3,F2-3,PPP,P,poor,poor,poor,f,1.3,6.5,5,11.5,29,1.896
2180,F2,8,F2-8,PPP,P,poor,poor,poor,f,1.2,6.5,4,10.5,32,1.896
2085,F2,8,F2-8,PRP,P,poor,rich,poor,f,1.5,5.5,5,10.5,,1.896
2074,F2,3,F2-3,PRP,P,poor,rich,poor,f,1.1,7.5,5,12.5,30,1.897
1842,F2,1,F2-1,PRP,P,poor,rich,poor,f,1.2,5.5,4,9.5,,1.897
1443,F2,1,F2-1,RRS,R,std,rich,rich,f,1.5,5.5,4,9.5,29,1.898
1979,F2,3,F2-3,PRP,P,poor,rich,poor,f,1.2,6.5,6,12.5,,1.899
2123,F2,2,F2-2,PSP,P,poor,std,poor,f,1.6,7.5,5,12.5,,1.899
1716,F2,3,F2-3,RPP,R,poor,poor,rich,f,1.1,6.5,3,9.5,31,1.901
1905,F2,4,F2-4,PRP,P,poor,rich,poor,f,1.3,5.5,4,9.5,34,1.902
1806,F2,6,F2-6,RPP,R,poor,poor,rich,f,1.3,6.5,3,9.5,23,1.903
1717,F2,3,F2-3,RPP,R,poor,poor,rich,f,1.1,6.5,4,10.5,24,1.904
1595,F2,5,F2-5,RRP,R,poor,rich,rich,f,1.2,5.5,4,9.5,28,1.904
2162,F2,4,F2-4,PPP,P,poor,poor,poor,f,1.1,7.5,4,11.5,,1.904
2064,F2,8,F2-8,PPS,P,std,poor,poor,f,1.5,4.5,5,9.5,,1.905
1899,F2,3,F2-3,PRP,P,poor,rich,poor,f,1.3,5.5,5,10.5,,1.905
2003,F2,7,F2-7,PSS,P,std,std,poor,f,1.3,5.5,3,8.5,38,1.906
1626,F2,3,F2-3,RPP,R,poor,poor,rich,f,1.2,5.5,4,9.5,,1.906
1821,F2,9,F2-9,RPP,R,poor,poor,rich,f,1.2,5.5,4,9.5,,1.906
1764,F2,2,F2-2,RPP,R,poor,poor,rich,f,1.6,7.5,5,12.5,35,1.907
1843,F2,1,F2-1,PRP,P,poor,rich,poor,f,1.1,5.5,5,10.5,,1.907
2133,F2,6,F2-6,PRP,P,poor,rich,poor,f,1.2,7.5,4,11.5,,1.907
1801,F2,5,F2-5,RPP,R,poor,poor,rich,f,1.2,6.5,4,10.5,21,1.908
1590,F2,4,F2-4,RRP,R,poor,rich,rich,f,1.1,5.5,4,9.5,28,1.909
1775,F2,6,F2-6,RPP,R,poor,poor,rich,f,1.2,4.5,4,8.5,34,1.91
1637,F2,8,F2-8,RRR,R,rich,rich,rich,f,1.6,4.5,3,7.5,42,1.91
2118,F2,4,F2-4,PPP,P,poor,poor,poor,f,1.3,6.5,5,11.5,,1.91
2077,F2,5,F2-5,PRP,P,poor,rich,poor,f,1.5,6.5,5,11.5,,1.91
1592,F2,4,F2-4,RRP,R,poor,rich,rich,f,1,5.5,4,9.5,31,1.911
1548,F2,2b,F2-2b,RRP,R,poor,rich,rich,f,0.9,5.5,5,10.5,,1.911
2155,F2,1,F2-1,PPP,P,poor,poor,poor,f,1.1,7.5,4,11.5,22,1.912
2192,F2,8,F2-8,PSP,P,poor,std,poor,f,1.3,7.5,4,11.5,,1.912
1776,F2,6,F2-6,RPP,R,poor,poor,rich,f,1.2,4.5,4,8.5,,1.913
1820,F2,9,F2-9,RPP,R,poor,poor,rich,f,1.2,5.5,4,9.5,,1.913
1804,F2,5,F2-5,RPP,R,poor,poor,rich,f,1.3,6.5,2,8.5,26,1.914
2189,F2,9,F2-9,PRP,P,poor,rich,poor,f,1.4,7.5,4,11.5,35,1.915
1767,F2,5,F2-5,RPP,R,poor,poor,rich,f,1.6,4.5,4,8.5,,1.915
1448,F2,2,F2-2,RRS,R,std,rich,rich,f,1.6,5.5,4,9.5,,1.915
1956,F2,9,F2-9,RPP,R,poor,poor,rich,f,1.4,7.5,4,11.5,30,1.916
1917,F2,3,F2-3,PSS,P,std,std,poor,f,1.4,5.5,5,10.5,37,1.916
2116,F2,3,F2-3,PPP,P,poor,poor,poor,f,1.4,6.5,5,11.5,,1.916
1718,F2,3,F2-3,RPP,R,poor,poor,rich,f,1,6.5,4,10.5,33,1.917
1988,F2,7,F2-7,PRP,P,poor,rich,poor,f,1.2,5.5,5,10.5,32,1.918
2166,F2,5,F2-5,PPP,P,poor,poor,poor,f,1.1,6.5,5,11.5,,1.918
2186,F2,9,F2-9,PRP,P,poor,rich,poor,f,1.1,7.5,3,10.5,,1.918
1809,F2,6,F2-6,RPP,R,poor,poor,rich,f,1.2,6.5,2,8.5,,1.918
1627,F2,4,F2-4,RPP,R,poor,poor,rich,f,1.3,4.5,4,8.5,,1.92
2165,F2,5,F2-5,PPP,P,poor,poor,poor,f,1.1,6.5,4,10.5,,1.921
1614,F2,5,F2-5,SSS,S,std,std,std,f,1.2,5.5,4,9.5,37,1.922
2174,F2,6,F2-6,PPP,P,poor,poor,poor,f,1.2,6.5,4,10.5,26,1.923
1813,F2,7,F2-7,RPP,R,poor,poor,rich,f,1.1,6.5,2,8.5,27,1.923
1878,F2,9,F2-9,RPP,R,poor,poor,rich,f,1.1,6.5,4,10.5,28,1.924
1623,F2,2,F2-2,RPP,R,poor,poor,rich,f,1.2,5.5,4,9.5,31,1.924
2171,F2,6,F2-6,PPP,P,poor,poor,poor,f,1.2,6.5,5,11.5,32,1.924
1741,F2,7,F2-7,RRP,R,poor,rich,rich,f,1.2,6.5,4,10.5,,1.924
2176,F2,6,F2-6,PPP,P,poor,poor,poor,f,1.2,6.5,4,10.5,,1.926
2177,F2,7,F2-7,PPP,P,poor,poor,poor,f,1.3,6.5,5,11.5,,1.926
1765,F2,2,F2-2,RPP,R,poor,poor,rich,f,1.3,7.5,4,11.5,31,1.927
2096,F2,5,F2-5,PPS,P,std,poor,poor,f,1.4,5.5,5,10.5,32,1.927
1808,F2,6,F2-6,RPP,R,poor,poor,rich,f,1,6.5,2,8.5,,1.928
2183,F2,8,F2-8,PPP,P,poor,poor,poor,f,1.2,6.5,4,10.5,22,1.93
1725,F2,4,F2-4,RPP,R,poor,poor,rich,f,1.2,5.6,4,9.6,32,1.931
2199,F2,5,F2-5,PPP,P,poor,poor,poor,f,1.3,7.5,4,11.5,,1.931
2129,F2,6,F2-6,PSP,P,poor,std,poor,f,1.4,6.5,5,11.5,,1.931
1805,F2,5,F2-5,RPP,R,poor,poor,rich,f,1.4,6.5,3,9.5,30,1.932
1785,F2,9,F2-9,RRP,R,poor,rich,rich,f,1.2,4.5,3,7.5,32,1.935
1983,F2,4,F2-4,PRP,P,poor,rich,poor,f,1.2,6.5,4,10.5,,1.935
2184,F2,8,F2-8,PPP,P,poor,poor,poor,f,1.2,6.5,4,10.5,34,1.936
2024,F2,7,F2-7,PSP,P,poor,std,poor,f,1.3,5.5,5,10.5,,1.936
1874,F2,8,F2-8,RPP,R,poor,poor,rich,f,1.1,6.5,4,10.5,,1.936
2073,F2,3,F2-3,PRP,P,poor,rich,poor,f,1.2,7.5,5,12.5,,1.937
2079,F2,6,F2-6,PRP,P,poor,rich,poor,f,1.3,6.5,4,10.5,,1.937
1709,F2,1,F2-1,RPP,R,poor,poor,rich,f,1.2,6.5,4,10.5,,1.937
1612,F2,5,F2-5,RSS,R,std,std,rich,f,1.3,5.5,4,9.5,,1.937
1756,F2,8,F2-8,RSS,R,std,std,rich,f,1.4,5.5,4,9.5,36,1.938
1668,F2,7,F2-7,RRP,R,poor,rich,rich,f,1.1,5.5,3,8.5,,1.938
1869,F2,2,F2-2,PPR,P,rich,poor,poor,f,1.7,4.5,4,8.5,,1.94
1986,F2,6,F2-6,PRP,P,poor,rich,poor,f,1.4,5.5,5,10.5,,1.94
2113,F2,1,F2-1,PPP,P,poor,poor,poor,f,1.4,6.5,4,10.5,29,1.941
2114,F2,2,F2-2,PPP,P,poor,poor,poor,f,1.5,6.5,5,11.5,30,1.941
1846,F2,2,F2-2,PRP,P,poor,rich,poor,f,1.2,5.5,4,9.5,31,1.941
2097,F2,5,F2-5,PPS,P,std,poor,poor,f,1.8,5.5,5,10.5,32,1.941
1738,F2,8,F2-8,RRS,R,std,rich,rich,f,1.4,5.5,3,8.5,,1.943
2033,F2,8,F2-8,PSP,P,poor,std,poor,f,1.3,4.5,4,8.5,31,1.944
2027,F2,7,F2-7,PSP,P,poor,std,poor,f,1.2,5.5,5,10.5,,1.944
1954,F2,8,F2-8,RPP,R,poor,poor,rich,f,1.2,7.5,4,11.5,28,1.945
2143,F2,5,F2-5,PSP,P,poor,std,poor,f,1.1,7.5,5,12.5,31,1.945
1927,F2,1,F2-1,PSP,P,poor,std,poor,f,1.3,6.5,4,10.5,,1.945
2175,F2,6,F2-6,PPP,P,poor,poor,poor,f,1.3,6.5,4,10.5,30,1.946
2139,F2,9,F2-9,PRP,P,poor,rich,poor,f,1.3,6.5,4,10.5,,1.946
1583,F2,1,F2-1,RRP,R,poor,rich,rich,f,1.1,6.5,4,10.5,,1.947
1534,F2,5,F2-5,RRR,R,rich,rich,rich,f,1.2,3.5,5,8.5,,1.948
1772,F2,6,F2-6,RPP,R,poor,poor,rich,f,1.3,4.5,4,8.5,34,1.949
1519,F2,2,F2-2,RPR,R,rich,poor,rich,f,1.4,4.5,4,8.5,36,1.949
2087,F2,8,F2-8,PSS,P,std,std,poor,f,1.6,5.5,5,10.5,,1.949
1633,F2,7,F2-7,RRR,R,rich,rich,rich,f,1.4,4.5,4,8.5,,1.949
1607,F2,4,F2-4,RSS,R,std,std,rich,f,1.5,5.5,4,9.5,,1.949
2136,F2,8,F2-8,PRP,P,poor,rich,poor,f,1.3,6.5,4,10.5,30,1.95
2070,F2,2,F2-2,PPP,P,poor,poor,poor,f,1.2,5.5,5,10.5,34,1.95
